Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
548,-0.2637,10.2324,0.12309,6.326,7.194,8.061,9.065,10.232,11.596,13.198,15.091,16.983
549,-0.2639,10.2392,0.1231,6.33,7.198,8.066,9.071,10.239,11.604,13.208,15.101,16.995
550,-0.2642,10.2461,0.1231,6.335,7.203,8.072,9.077,10.246,11.612,13.217,15.112,17.007
551,-0.2644,10.2529,0.1231,6.339,7.208,8.077,9.083,10.253,11.62,13.225,15.122,17.019
552,-0.2646,10.2597,0.1231,6.343,7.213,8.083,9.089,10.26,11.628,13.234,15.132,17.03
553,-0.2649,10.2666,0.1231,6.348,7.218,8.088,9.095,10.267,11.635,13.243,15.143,17.043
554,-0.2651,10.2734,0.1231,6.352,7.223,8.093,9.101,10.273,11.643,13.252,15.153,17.054
555,-0.2653,10.2803,0.12311,6.356,7.227,8.099,9.107,10.28,11.651,13.261,15.164,17.067
556,-0.2655,10.2871,0.12311,6.361,7.232,8.104,9.113,10.287,11.659,13.27,15.174,17.078
557,-0.2658,10.2939,0.12311,6.365,7.237,8.11,9.119,10.294,11.666,13.279,15.185,17.09
558,-0.266,10.3008,0.12311,6.369,7.242,8.115,9.126,10.301,11.674,13.288,15.195,17.102
559,-0.2662,10.3076,0.12311,6.374,7.247,8.121,9.132,10.308,11.682,13.297,15.205,17.114
560,-0.2664,10.3144,0.12311,6.378,7.252,8.126,9.138,10.314,11.69,13.306,15.216,17.125
561,-0.2666,10.3213,0.12312,6.382,7.257,8.131,9.144,10.321,11.698,13.315,15.227,17.138
562,-0.2669,10.3281,0.12312,6.387,7.262,8.137,9.15,10.328,11.705,13.324,15.237,17.15
563,-0.2671,10.3349,0.12312,6.391,7.266,8.142,9.156,10.335,11.713,13.333,15.247,17.162
564,-0.2673,10.3417,0.12312,6.395,7.271,8.147,9.162,10.342,11.721,13.342,15.258,17.173
565,-0.2675,10.3486,0.12312,6.4,7.276,8.153,9.168,10.349,11.729,13.351,15.268,17.185
566,-0.2677,10.3554,0.12313,6.404,7.281,8.158,9.174,10.355,11.737,13.36,15.279,17.198
567,-0.2679,10.3622,0.12313,6.408,7.286,8.164,9.18,10.362,11.744,13.369,15.289,17.209
568,-0.2682,10.369,0.12313,6.412,7.291,8.169,9.186,10.369,11.752,13.378,15.299,17.221
569,-0.2684,10.3759,0.12313,6.417,7.296,8.175,9.192,10.376,11.76,13.387,15.31,17.233
570,-0.2686,10.3827,0.12313,6.421,7.301,8.18,9.198,10.383,11.768,13.396,15.32,17.245
571,-0.2688,10.3895,0.12314,6.425,7.305,8.185,9.204,10.39,11.775,13.405,15.331,17.257
572,-0.269,10.3963,0.12314,6.43,7.31,8.191,9.21,10.396,11.783,13.414,15.341,17.269
573,-0.2692,10.4031,0.12314,6.434,7.315,8.196,9.216,10.403,11.791,13.422,15.351,17.28
574,-0.2694,10.41,0.12314,6.438,7.32,8.201,9.222,10.41,11.799,13.431,15.362,17.292
575,-0.2696,10.4168,0.12314,6.443,7.325,8.207,9.228,10.417,11.807,13.44,15.372,17.304
576,-0.2698,10.4236,0.12315,6.447,7.329,8.212,9.234,10.424,11.814,13.449,15.383,17.316
577,-0.27,10.4304,0.12315,6.451,7.334,8.218,9.24,10.43,11.822,13.458,15.393,17.328
578,-0.2702,10.4372,0.12315,6.455,7.339,8.223,9.246,10.437,11.83,13.467,15.403,17.34
579,-0.2705,10.444,0.12315,6.46,7.344,8.228,9.252,10.444,11.838,13.476,15.414,17.352
580,-0.2707,10.4508,0.12316,6.464,7.349,8.234,9.258,10.451,11.845,13.485,15.425,17.364
581,-0.2709,10.4577,0.12316,6.468,7.354,8.239,9.264,10.458,11.853,13.494,15.435,17.376
582,-0.2711,10.4645,0.12316,6.473,7.359,8.244,9.271,10.464,11.861,13.503,15.445,17.388
583,-0.2713,10.4713,0.12316,6.477,7.363,8.25,9.277,10.471,11.869,13.512,15.456,17.399
584,-0.2715,10.4781,0.12316,6.481,7.368,8.255,9.283,10.478,11.876,13.521,15.466,17.411
585,-0.2717,10.4849,0.12317,6.485,7.373,8.261,9.289,10.485,11.884,13.53,15.477,17.423
586,-0.2719,10.4917,0.12317,6.49,7.378,8.266,9.295,10.492,11.892,13.539,15.487,17.435
587,-0.2721,10.4985,0.12317,6.494,7.383,8.271,9.301,10.498,11.9,13.548,15.497,17.447
588,-0.2723,10.5053,0.12317,6.498,7.388,8.277,9.307,10.505,11.907,13.557,15.508,17.459
589,-0.2725,10.5121,0.12318,6.502,7.392,8.282,9.313,10.512,11.915,13.566,15.518,17.471
590,-0.2727,10.5189,0.12318,6.507,7.397,8.287,9.319,10.519,11.923,13.575,15.529,17.483
591,-0.2729,10.5257,0.12318,6.511,7.402,8.293,9.325,10.526,11.931,13.583,15.539,17.494
592,-0.273,10.5325,0.12319,6.515,7.407,8.298,9.331,10.532,11.939,13.593,15.55,17.507
593,-0.2732,10.5393,0.12319,6.52,7.411,8.303,9.337,10.539,11.946,13.601,15.56,17.518
594,-0.2734,10.5461,0.12319,6.524,7.416,8.309,9.343,10.546,11.954,13.61,15.57,17.53
595,-0.2736,10.5529,0.12319,6.528,7.421,8.314,9.349,10.553,11.962,13.619,15.58,17.542
596,-0.2738,10.5597,0.1232,6.532,7.426,8.319,9.355,10.56,11.97,13.628,15.591,17.554
597,-0.274,10.5665,0.1232,6.537,7.431,8.325,9.361,10.566,11.977,13.637,15.602,17.566
598,-0.2742,10.5733,0.1232,6.541,7.436,8.33,9.367,10.573,11.985,13.646,15.612,17.578
599,-0.2744,10.5801,0.1232,6.545,7.441,8.336,9.373,10.58,11.993,13.655,15.622,17.589
600,-0.2746,10.5869,0.12321,6.549,7.445,8.341,9.379,10.587,12.001,13.664,15.633,17.602
601,-0.2748,10.5937,0.12321,6.554,7.45,8.346,9.385,10.594,12.008,13.673,15.643,17.614
602,-0.275,10.6005,0.12321,6.558,7.455,8.352,9.391,10.6,12.016,13.682,15.654,17.625
603,-0.2751,10.6073,0.12322,6.562,7.46,8.357,9.397,10.607,12.024,13.691,15.664,17.637
604,-0.2753,10.6141,0.12322,6.566,7.464,8.362,9.403,10.614,12.032,13.7,15.674,17.649
605,-0.2755,10.6209,0.12322,6.571,7.469,8.368,9.409,10.621,12.039,13.709,15.685,17.661
606,-0.2757,10.6277,0.12323,6.575,7.474,8.373,9.415,10.628,12.047,13.718,15.696,17.673
607,-0.2759,10.6345,0.12323,6.579,7.479,8.378,9.421,10.634,12.055,13.727,15.706,17.685
608,-0.2761,10.6413,0.12323,6.584,7.484,8.384,9.427,10.641,12.063,13.736,15.716,17.697
609,-0.2763,10.6481,0.12324,6.588,7.488,8.389,9.433,10.648,12.071,13.745,15.727,17.709
610,-0.2764,10.6549,0.12324,6.592,7.493,8.394,9.439,10.655,12.078,13.754,15.737,17.721
611,-0.2766,10.6617,0.12324,6.596,7.498,8.4,9.445,10.662,12.086,13.762,15.747,17.732
612,-0.2768,10.6685,0.12325,6.6,7.503,8.405,9.451,10.668,12.094,13.772,15.758,17.745
613,-0.277,10.6753,0.12325,6.605,7.508,8.411,9.457,10.675,12.102,13.78,15.769,17.757
614,-0.2772,10.6821,0.12325,6.609,7.512,8.416,9.463,10.682,12.109,13.789,15.779,17.768
615,-0.2773,10.6889,0.12326,6.613,7.517,8.421,9.469,10.689,12.117,13.798,15.79,17.781
616,-0.2775,10.6957,0.12326,6.617,7.522,8.427,9.475,10.696,12.125,13.807,15.8,17.792
617,-0.2777,10.7025,0.12326,6.622,7.527,8.432,9.481,10.702,12.133,13.816,15.81,17.804
618,-0.2779,10.7093,0.12327,6.626,7.532,8.437,9.487,10.709,12.14,13.825,15.821,17.817
619,-0.278,10.7161,0.12327,6.63,7.536,8.443,9.493,10.716,12.148,13.834,15.831,17.828
620,-0.2782,10.7229,0.12327,6.634,7.541,8.448,9.499,10.723,12.156,13.843,15.841,17.84
621,-0.2784,10.7297,0.12328,6.639,7.546,8.453,9.505,10.73,12.164,13.852,15.852,17.852
622,-0.2786,10.7365,0.12328,6.643,7.551,8.459,9.511,10.736,12.171,13.861,15.863,17.864
623,-0.2787,10.7433,0.12328,6.647,7.556,8.464,9.517,10.743,12.179,13.87,15.873,17.876
624,-0.2789,10.7501,0.12329,6.651,7.56,8.469,9.523,10.75,12.187,13.879,15.884,17.888
625,-0.2791,10.7569,0.12329,6.656,7.565,8.475,9.529,10.757,12.195,13.888,15.894,17.9
626,-0.2793,10.7637,0.1233,6.66,7.57,8.48,9.535,10.764,12.203,13.897,15.905,17.912
627,-0.2794,10.7705,0.1233,6.664,7.575,8.485,9.541,10.77,12.21,13.906,15.915,17.924
628,-0.2796,10.7773,0.1233,6.668,7.579,8.491,9.547,10.777,12.218,13.915,15.925,17.936
629,-0.2798,10.7841,0.12331,6.672,7.584,8.496,9.553,10.784,12.226,13.924,15.936,17.948
630,-0.2799,10.7909,0.12331,6.677,7.589,8.501,9.559,10.791,12.234,13.933,15.946,17.96
631,-0.2801,10.7977,0.12332,6.681,7.594,8.507,9.565,10.798,12.242,13.942,15.957,17.972
632,-0.2803,10.8045,0.12332,6.685,7.599,8.512,9.571,10.804,12.249,13.951,15.967,17.984
633,-0.2804,10.8113,0.12332,6.689,7.603,8.517,9.577,10.811,12.257,13.96,15.977,17.995
634,-0.2806,10.8181,0.12333,6.693,7.608,8.523,9.583,10.818,12.265,13.969,15.988,18.008
635,-0.2808,10.8249,0.12333,6.698,7.613,8.528,9.589,10.825,12.273,13.978,15.999,18.02
636,-0.2809,10.8317,0.12334,6.702,7.618,8.533,9.595,10.832,12.28,13.987,16.009,18.032
637,-0.2811,10.8385,0.12334,6.706,7.622,8.539,9.601,10.838,12.288,13.996,16.02,18.044
638,-0.2813,10.8453,0.12335,6.71,7.627,8.544,9.607,10.845,12.296,14.005,16.03,18.056
639,-0.2814,10.8521,0.12335,6.715,7.632,8.549,9.613,10.852,12.304,14.014,16.041,18.068
640,-0.2816,10.8589,0.12336,6.719,7.637,8.555,9.619,10.859,12.312,14.023,16.052,18.08
641,-0.2818,10.8657,0.12336,6.723,7.641,8.56,9.625,10.866,12.319,14.032,16.062,18.092
642,-0.2819,10.8725,0.12336,6.727,7.646,8.565,9.631,10.872,12.327,14.041,16.072,18.103
643,-0.2821,10.8793,0.12337,6.731,7.651,8.571,9.637,10.879,12.335,14.05,16.083,18.116
644,-0.2822,10.8861,0.12337,6.736,7.656,8.576,9.643,10.886,12.343,14.059,16.093,18.127
645,-0.2824,10.8929,0.12338,6.74,7.66,8.581,9.649,10.893,12.35,14.068,16.104,18.14
646,-0.2826,10.8997,0.12338,6.744,7.665,8.587,9.655,10.9,12.358,14.077,16.114,18.152
647,-0.2827,10.9065,0.12339,6.748,7.67,8.592,9.661,10.906,12.366,14.086,16.125,18.164
648,-0.2829,10.9133,0.12339,6.752,7.675,8.597,9.667,10.913,12.374,14.095,16.135,18.176
649,-0.283,10.9202,0.1234,6.756,7.679,8.602,9.673,10.92,12.382,14.104,16.146,18.188
650,-0.2832,10.927,0.1234,6.761,7.684,8.608,9.679,10.927,12.389,14.113,16.156,18.2
651,-0.2834,10.9338,0.12341,6.765,7.689,8.613,9.685,10.934,12.397,14.122,16.167,18.212
652,-0.2835,10.9406,0.12341,6.769,7.694,8.619,9.691,10.941,12.405,14.131,16.177,18.224
653,-0.2837,10.9474,0.12342,6.773,7.699,8.624,9.697,10.947,12.413,14.14,16.188,18.237
654,-0.2838,10.9542,0.12342,6.778,7.703,8.629,9.703,10.954,12.421,14.149,16.198,18.248
655,-0.284,10.961,0.12343,6.782,7.708,8.634,9.709,10.961,12.428,14.158,16.209,18.261
656,-0.2841,10.9679,0.12343,6.786,7.713,8.64,9.715,10.968,12.436,14.167,16.22,18.272
657,-0.2843,10.9747,0.12344,6.79,7.718,8.645,9.721,10.975,12.444,14.176,16.231,18.285
658,-0.2844,10.9815,0.12344,6.794,7.722,8.65,9.727,10.982,12.452,14.185,16.241,18.296
659,-0.2846,10.9883,0.12345,6.798,7.727,8.656,9.733,10.988,12.46,14.194,16.252,18.309
660,-0.2847,10.9951,0.12345,6.803,7.732,8.661,9.739,10.995,12.467,14.203,16.262,18.32
661,-0.2849,11.0019,0.12346,6.807,7.737,8.666,9.745,11.002,12.475,14.212,16.273,18.333
662,-0.285,11.0088,0.12346,6.811,7.741,8.672,9.751,11.009,12.483,14.221,16.283,18.345
663,-0.2852,11.0156,0.12347,6.815,7.746,8.677,9.757,11.016,12.491,14.23,16.294,18.357
664,-0.2853,11.0224,0.12347,6.819,7.751,8.682,9.763,11.022,12.499,14.239,16.304,18.369
665,-0.2855,11.0292,0.12348,6.824,7.756,8.688,9.769,11.029,12.507,14.248,16.315,18.381
666,-0.2856,11.036,0.12348,6.828,7.76,8.693,9.775,11.036,12.514,14.257,16.325,18.393
667,-0.2858,11.0429,0.12349,6.832,7.765,8.698,9.781,11.043,12.522,14.267,16.336,18.406
668,-0.2859,11.0497,0.1235,6.836,7.77,8.704,9.787,11.05,12.53,14.276,16.347,18.418
669,-0.2861,11.0565,0.1235,6.84,7.775,8.709,9.793,11.056,12.538,14.285,16.357,18.43
670,-0.2862,11.0633,0.12351,6.844,7.779,8.714,9.799,11.063,12.546,14.294,16.368,18.442
671,-0.2864,11.0702,0.12351,6.849,7.784,8.72,9.805,11.07,12.554,14.303,16.378,18.454
672,-0.2865,11.077,0.12352,6.853,7.789,8.725,9.811,11.077,12.561,14.312,16.389,18.466
673,-0.2866,11.0838,0.12352,6.857,7.794,8.73,9.817,11.084,12.569,14.321,16.399,18.478
674,-0.2868,11.0906,0.12353,6.861,7.798,8.736,9.823,11.091,12.577,14.33,16.41,18.49
675,-0.2869,11.0975,0.12353,6.865,7.803,8.741,9.829,11.098,12.585,14.339,16.42,18.502
676,-0.2871,11.1043,0.12354,6.87,7.808,8.746,9.835,11.104,12.593,14.348,16.431,18.515
677,-0.2872,11.1111,0.12355,6.874,7.813,8.751,9.841,11.111,12.601,14.357,16.442,18.527
678,-0.2874,11.118,0.12355,6.878,7.817,8.757,9.847,11.118,12.608,14.366,16.453,18.539
679,-0.2875,11.1248,0.12356,6.882,7.822,8.762,9.853,11.125,12.616,14.375,16.463,18.551
680,-0.2876,11.1316,0.12356,6.886,7.827,8.768,9.859,11.132,12.624,14.384,16.474,18.563
681,-0.2878,11.1384,0.12357,6.89,7.832,8.773,9.865,11.138,12.632,14.393,16.484,18.575
682,-0.2879,11.1453,0.12358,6.894,7.836,8.778,9.871,11.145,12.64,14.403,16.495,18.588
683,-0.2881,11.1521,0.12358,6.899,7.841,8.783,9.877,11.152,12.648,14.412,16.506,18.6
684,-0.2882,11.1589,0.12359,6.903,7.846,8.789,9.883,11.159,12.655,14.421,16.516,18.612
685,-0.2883,11.1658,0.12359,6.907,7.851,8.794,9.889,11.166,12.663,14.43,16.527,18.624
686,-0.2885,11.1726,0.1236,6.911,7.855,8.799,9.895,11.173,12.671,14.439,16.538,18.636
687,-0.2886,11.1795,0.12361,6.915,7.86,8.805,9.901,11.18,12.679,14.448,16.548,18.649
688,-0.2887,11.1863,0.12361,6.92,7.865,8.81,9.907,11.186,12.687,14.457,16.559,18.66
689,-0.2889,11.1931,0.12362,6.924,7.869,8.815,9.913,11.193,12.695,14.466,16.57,18.673
690,-0.289,11.2,0.12362,6.928,7.874,8.821,9.919,11.2,12.702,14.475,16.58,18.685
691,-0.2891,11.2068,0.12363,6.932,7.879,8.826,9.925,11.207,12.71,14.484,16.591,18.697
692,-0.2893,11.2137,0.12364,6.936,7.884,8.831,9.931,11.214,12.718,14.494,16.602,18.71
693,-0.2894,11.2205,0.12364,6.94,7.889,8.837,9.937,11.22,12.726,14.502,16.612,18.721
694,-0.2895,11.2273,0.12365,6.944,7.893,8.842,9.943,11.227,12.734,14.512,16.623,18.734
695,-0.2897,11.2342,0.12366,6.949,7.898,8.847,9.949,11.234,12.742,14.521,16.634,18.747
696,-0.2898,11.241,0.12366,6.953,7.903,8.853,9.955,11.241,12.75,14.53,16.644,18.758
697,-0.2899,11.2479,0.12367,6.957,7.907,8.858,9.961,11.248,12.758,14.539,16.655,18.771
698,-0.2901,11.2547,0.12367,6.961,7.912,8.863,9.967,11.255,12.765,14.548,16.665,18.782
699,-0.2902,11.2616,0.12368,6.965,7.917,8.869,9.973,11.262,12.773,14.557,16.676,18.795
700,-0.2903,11.2684,0.12369,6.969,7.922,8.874,9.979,11.268,12.781,14.566,16.687,18.807
701,-0.2905,11.2753,0.12369,6.974,7.927,8.879,9.985,11.275,12.789,14.575,16.697,18.819
702,-0.2906,11.2821,0.1237,6.978,7.931,8.884,9.991,11.282,12.797,14.585,16.708,18.832
703,-0.2907,11.2889,0.12371,6.982,7.936,8.89,9.997,11.289,12.805,14.594,16.719,18.844
704,-0.2909,11.2958,0.12371,6.986,7.941,8.895,10.003,11.296,12.813,14.603,16.729,18.856
705,-0.291,11.3026,0.12372,6.99,7.945,8.9,10.009,11.303,12.82,14.612,16.74,18.868
706,-0.2911,11.3095,0.12373,6.994,7.95,8.906,10.015,11.31,12.828,14.621,16.751,18.881
707,-0.2912,11.3163,0.12373,6.999,7.955,8.911,10.021,11.316,12.836,14.63,16.761,18.892
708,-0.2914,11.3232,0.12374,7.003,7.96,8.916,10.027,11.323,12.844,14.639,16.772,18.905
709,-0.2915,11.33,0.12375,7.007,7.964,8.922,10.033,11.33,12.852,14.648,16.783,18.918
710,-0.2916,11.3369,0.12375,7.011,7.969,8.927,10.039,11.337,12.86,14.657,16.793,18.929
711,-0.2917,11.3438,0.12376,7.015,7.974,8.932,10.045,11.344,12.868,14.667,16.804,18.942
712,-0.2919,11.3506,0.12377,7.019,7.978,8.938,10.051,11.351,12.876,14.676,16.815,18.955
713,-0.292,11.3575,0.12377,7.024,7.983,8.943,10.057,11.358,12.883,14.685,16.826,18.966
714,-0.2921,11.3643,0.12378,7.028,7.988,8.948,10.063,11.364,12.891,14.694,16.836,18.979
715,-0.2922,11.3712,0.12379,7.032,7.993,8.954,10.069,11.371,12.899,14.703,16.847,18.991
716,-0.2924,11.378,0.12379,7.036,7.997,8.959,10.075,11.378,12.907,14.712,16.858,19.003
717,-0.2925,11.3849,0.1238,7.04,8.002,8.964,10.081,11.385,12.915,14.722,16.869,19.016
718,-0.2926,11.3917,0.12381,7.044,8.007,8.969,10.087,11.392,12.923,14.731,16.879,19.028
719,-0.2927,11.3986,0.12382,7.048,8.011,8.975,10.093,11.399,12.931,14.74,16.89,19.041
720,-0.2928,11.4055,0.12382,7.052,8.016,8.98,10.099,11.406,12.939,14.749,16.901,19.052
721,-0.293,11.4123,0.12383,7.057,8.021,8.985,10.105,11.412,12.946,14.758,16.912,19.065
722,-0.2931,11.4192,0.12384,7.061,8.026,8.991,10.111,11.419,12.954,14.767,16.922,19.078
723,-0.2932,11.426,0.12384,7.065,8.031,8.996,10.117,11.426,12.962,14.776,16.933,19.089
724,-0.2933,11.4329,0.12385,7.069,8.035,9.001,10.123,11.433,12.97,14.786,16.944,19.102
725,-0.2934,11.4397,0.12386,7.073,8.04,9.007,10.129,11.44,12.978,14.795,16.954,19.114
726,-0.2936,11.4466,0.12387,7.077,8.045,9.012,10.135,11.447,12.986,14.804,16.965,19.127
727,-0.2937,11.4535,0.12387,7.081,8.049,9.017,10.141,11.454,12.994,14.813,16.976,19.139
728,-0.2938,11.4603,0.12388,7.085,8.054,9.023,10.147,11.46,13.002,14.822,16.987,19.151
729,-0.2939,11.4672,0.12389,7.09,8.059,9.028,10.153,11.467,13.01,14.832,16.998,19.164
730,-0.294,11.4741,0.12389,7.094,8.064,9.033,10.159,11.474,13.018,14.841,17.008,19.175
