Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
359,-0.1994,8.9017,0.12264,6.177,6.745,7.105,7.304,7.625,7.852,8.201,8.902,9.676,10.125,10.443,10.937,11.273,11.941,13.201
360,-0.1999,8.9092,0.12264,6.183,6.751,7.111,7.311,7.632,7.858,8.207,8.909,9.684,10.133,10.452,10.946,11.282,11.951,13.213
361,-0.2003,8.9166,0.12265,6.188,6.756,7.116,7.317,7.638,7.865,8.214,8.917,9.692,10.142,10.461,10.956,11.292,11.962,13.225
362,-0.2008,8.924,0.12266,6.193,6.762,7.122,7.323,7.644,7.871,8.221,8.924,9.7,10.151,10.47,10.965,11.302,11.972,13.237
363,-0.2013,8.9314,0.12266,6.198,6.767,7.128,7.329,7.651,7.878,8.228,8.931,9.709,10.159,10.478,10.974,11.311,11.982,13.248
364,-0.2018,8.9388,0.12267,6.204,6.773,7.134,7.335,7.657,7.884,8.235,8.939,9.717,10.168,10.487,10.984,11.321,11.993,13.26
365,-0.2022,8.9462,0.12267,6.209,6.779,7.14,7.341,7.663,7.891,8.241,8.946,9.725,10.176,10.496,10.993,11.331,12.003,13.272
366,-0.2027,8.9536,0.12268,6.214,6.784,7.146,7.347,7.67,7.897,8.248,8.954,9.733,10.185,10.505,11.002,11.34,12.014,13.284
367,-0.2032,8.961,0.12269,6.219,6.79,7.152,7.353,7.676,7.904,8.255,8.961,9.741,10.193,10.514,11.012,11.35,12.024,13.295
368,-0.2036,8.9684,0.12269,6.224,6.796,7.158,7.359,7.682,7.91,8.262,8.968,9.749,10.202,10.522,11.021,11.36,12.034,13.307
369,-0.2041,8.9757,0.1227,6.23,6.801,7.164,7.365,7.689,7.917,8.268,8.976,9.757,10.21,10.531,11.03,11.369,12.045,13.319
370,-0.2046,8.9831,0.1227,6.235,6.807,7.17,7.371,7.695,7.923,8.275,8.983,9.765,10.218,10.54,11.039,11.379,12.055,13.33
371,-0.205,8.9904,0.12271,6.24,6.812,7.175,7.377,7.701,7.93,8.282,8.99,9.773,10.227,10.549,11.048,11.388,12.065,13.342
372,-0.2055,8.9978,0.12272,6.245,6.818,7.181,7.383,7.708,7.936,8.289,8.998,9.781,10.236,10.558,11.058,11.398,12.076,13.354
373,-0.2059,9.0051,0.12272,6.25,6.824,7.187,7.389,7.714,7.943,8.296,9.005,9.789,10.244,10.566,11.067,11.407,12.086,13.365
374,-0.2064,9.0125,0.12273,6.255,6.829,7.193,7.395,7.72,7.949,8.302,9.013,9.797,10.252,10.575,11.076,11.417,12.096,13.377
375,-0.2068,9.0198,0.12273,6.261,6.835,7.199,7.401,7.726,7.956,8.309,9.02,9.805,10.261,10.584,11.085,11.427,12.106,13.388
376,-0.2073,9.0271,0.12274,6.266,6.84,7.205,7.407,7.733,7.962,8.316,9.027,9.813,10.269,10.593,11.095,11.436,12.116,13.4
377,-0.2077,9.0344,0.12274,6.271,6.846,7.211,7.413,7.739,7.968,8.322,9.034,9.821,10.278,10.601,11.104,11.446,12.126,13.411
378,-0.2082,9.0417,0.12275,6.276,6.851,7.216,7.419,7.745,7.975,8.329,9.042,9.829,10.286,10.61,11.113,11.455,12.137,13.423
379,-0.2086,9.049,0.12275,6.281,6.857,7.222,7.425,7.751,7.981,8.336,9.049,9.837,10.294,10.619,11.122,11.465,12.147,13.435
380,-0.2091,9.0563,0.12276,6.286,6.863,7.228,7.431,7.758,7.988,8.343,9.056,9.845,10.303,10.627,11.131,11.474,12.157,13.446
381,-0.2095,9.0636,0.12276,6.292,6.868,7.234,7.437,7.764,7.994,8.349,9.064,9.853,10.311,10.636,11.14,11.484,12.167,13.458
382,-0.21,9.0709,0.12277,6.297,6.874,7.24,7.443,7.77,8.0,8.356,9.071,9.861,10.32,10.645,11.15,11.493,12.178,13.469
383,-0.2104,9.0782,0.12277,6.302,6.879,7.246,7.449,7.776,8.007,8.363,9.078,9.869,10.328,10.653,11.159,11.503,12.188,13.481
384,-0.2108,9.0854,0.12278,6.307,6.885,7.251,7.455,7.782,8.013,8.369,9.085,9.877,10.336,10.662,11.168,11.512,12.198,13.492
385,-0.2113,9.0927,0.12278,6.312,6.89,7.257,7.461,7.789,8.02,8.376,9.093,9.885,10.345,10.671,11.177,11.522,12.208,13.504
386,-0.2117,9.0999,0.12279,6.317,6.896,7.263,7.467,7.795,8.026,8.383,9.1,9.893,10.353,10.679,11.186,11.531,12.218,13.515
387,-0.2121,9.1072,0.12279,6.322,6.901,7.269,7.473,7.801,8.032,8.389,9.107,9.901,10.361,10.688,11.195,11.54,12.228,13.527
388,-0.2126,9.1144,0.1228,6.328,6.907,7.275,7.479,7.807,8.039,8.396,9.114,9.909,10.37,10.697,11.204,11.55,12.238,13.538
389,-0.213,9.1217,0.1228,6.333,6.913,7.28,7.485,7.814,8.045,8.403,9.122,9.917,10.378,10.705,11.213,11.559,12.248,13.55
390,-0.2134,9.1289,0.12281,6.338,6.918,7.286,7.491,7.82,8.052,8.409,9.129,9.925,10.386,10.714,11.223,11.569,12.259,13.561
391,-0.2139,9.1361,0.12281,6.343,6.924,7.292,7.497,7.826,8.058,8.416,9.136,9.932,10.395,10.722,11.232,11.578,12.268,13.572
392,-0.2143,9.1434,0.12282,6.348,6.929,7.298,7.503,7.832,8.064,8.423,9.143,9.94,10.403,10.731,11.241,11.588,12.279,13.584
393,-0.2147,9.1506,0.12282,6.353,6.935,7.304,7.509,7.838,8.071,8.429,9.151,9.948,10.411,10.74,11.25,11.597,12.289,13.595
394,-0.2151,9.1578,0.12282,6.358,6.94,7.309,7.515,7.844,8.077,8.436,9.158,9.956,10.419,10.748,11.259,11.606,12.299,13.606
395,-0.2155,9.165,0.12283,6.363,6.946,7.315,7.52,7.851,8.083,8.442,9.165,9.964,10.428,10.757,11.268,11.616,12.309,13.618
396,-0.216,9.1722,0.12283,6.368,6.951,7.321,7.526,7.857,8.09,8.449,9.172,9.972,10.436,10.765,11.277,11.625,12.319,13.629
397,-0.2164,9.1794,0.12284,6.373,6.957,7.327,7.532,7.863,8.096,8.456,9.179,9.98,10.444,10.774,11.286,11.634,12.329,13.641
398,-0.2168,9.1866,0.12284,6.379,6.962,7.332,7.538,7.869,8.102,8.462,9.187,9.988,10.453,10.782,11.295,11.644,12.339,13.652
399,-0.2172,9.1938,0.12285,6.384,6.968,7.338,7.544,7.875,8.109,8.469,9.194,9.996,10.461,10.791,11.304,11.653,12.349,13.664
400,-0.2176,9.2009,0.12285,6.389,6.973,7.344,7.55,7.881,8.115,8.475,9.201,10.003,10.469,10.8,11.313,11.662,12.359,13.675
401,-0.218,9.2081,0.12285,6.394,6.979,7.35,7.556,7.888,8.121,8.482,9.208,10.011,10.477,10.808,11.322,11.672,12.369,13.686
402,-0.2184,9.2153,0.12286,6.399,6.984,7.355,7.562,7.894,8.128,8.489,9.215,10.019,10.486,10.817,11.331,11.681,12.379,13.697
403,-0.2188,9.2225,0.12286,6.404,6.99,7.361,7.568,7.9,8.134,8.495,9.223,10.027,10.494,10.825,11.34,11.69,12.389,13.708
404,-0.2192,9.2296,0.12287,6.409,6.995,7.367,7.574,7.906,8.14,8.502,9.23,10.035,10.502,10.834,11.349,11.7,12.399,13.72
405,-0.2196,9.2368,0.12287,6.414,7.0,7.373,7.58,7.912,8.147,8.509,9.237,10.043,10.51,10.842,11.358,11.709,12.409,13.731
406,-0.22,9.2439,0.12287,6.419,7.006,7.378,7.585,7.918,8.153,8.515,9.244,10.05,10.518,10.851,11.367,11.718,12.418,13.742
407,-0.2204,9.2511,0.12288,6.424,7.011,7.384,7.591,7.924,8.159,8.522,9.251,10.058,10.527,10.859,11.376,11.728,12.429,13.754
408,-0.2208,9.2582,0.12288,6.429,7.017,7.39,7.597,7.93,8.165,8.528,9.258,10.066,10.535,10.868,11.385,11.737,12.438,13.765
409,-0.2212,9.2654,0.12288,6.434,7.022,7.396,7.603,7.937,8.172,8.535,9.265,10.074,10.543,10.876,11.394,11.746,12.448,13.776
410,-0.2216,9.2725,0.12289,6.439,7.028,7.401,7.609,7.943,8.178,8.541,9.273,10.082,10.551,10.885,11.403,11.755,12.458,13.787
411,-0.222,9.2796,0.12289,6.444,7.033,7.407,7.615,7.949,8.184,8.548,9.28,10.089,10.559,10.893,11.412,11.765,12.468,13.798
412,-0.2224,9.2867,0.12289,6.45,7.039,7.413,7.621,7.955,8.191,8.554,9.287,10.097,10.568,10.901,11.42,11.774,12.478,13.809
413,-0.2228,9.2939,0.1229,6.455,7.044,7.418,7.626,7.961,8.197,8.561,9.294,10.105,10.576,10.91,11.43,11.783,12.488,13.821
414,-0.2232,9.301,0.1229,6.46,7.05,7.424,7.632,7.967,8.203,8.568,9.301,10.113,10.584,10.919,11.438,11.792,12.498,13.832
415,-0.2236,9.3081,0.1229,6.465,7.055,7.43,7.638,7.973,8.209,8.574,9.308,10.12,10.592,10.927,11.447,11.801,12.508,13.843
416,-0.224,9.3152,0.12291,6.47,7.06,7.435,7.644,7.979,8.216,8.581,9.315,10.128,10.6,10.935,11.456,11.811,12.518,13.854
417,-0.2243,9.3223,0.12291,6.475,7.066,7.441,7.65,7.985,8.222,8.587,9.322,10.136,10.608,10.944,11.465,11.82,12.527,13.865
418,-0.2247,9.3294,0.12291,6.48,7.071,7.447,7.656,7.992,8.228,8.594,9.329,10.144,10.617,10.952,11.474,11.829,12.537,13.876
419,-0.2251,9.3365,0.12292,6.485,7.077,7.453,7.662,7.998,8.234,8.6,9.337,10.152,10.625,10.961,11.483,11.838,12.547,13.888
420,-0.2255,9.3436,0.12292,6.49,7.082,7.458,7.667,8.004,8.241,8.607,9.344,10.159,10.633,10.969,11.492,11.848,12.557,13.899
421,-0.2259,9.3507,0.12292,6.495,7.088,7.464,7.673,8.01,8.247,8.613,9.351,10.167,10.641,10.978,11.501,11.857,12.567,13.91
422,-0.2262,9.3578,0.12292,6.5,7.093,7.47,7.679,8.016,8.253,8.62,9.358,10.175,10.649,10.986,11.509,11.866,12.577,13.921
423,-0.2266,9.3649,0.12293,6.505,7.098,7.475,7.685,8.022,8.26,8.626,9.365,10.183,10.657,10.994,11.518,11.875,12.587,13.932
424,-0.227,9.372,0.12293,6.51,7.104,7.481,7.691,8.028,8.266,8.633,9.372,10.19,10.665,11.003,11.527,11.884,12.596,13.943
425,-0.2274,9.379,0.12293,6.515,7.109,7.487,7.697,8.034,8.272,8.639,9.379,10.198,10.674,11.011,11.536,11.893,12.606,13.954
426,-0.2277,9.3861,0.12294,6.52,7.115,7.492,7.702,8.04,8.278,8.646,9.386,10.206,10.682,11.02,11.545,11.903,12.616,13.965
427,-0.2281,9.3932,0.12294,6.525,7.12,7.498,7.708,8.046,8.284,8.652,9.393,10.213,10.69,11.028,11.554,11.912,12.626,13.977
428,-0.2285,9.4002,0.12294,6.53,7.126,7.504,7.714,8.052,8.291,8.659,9.4,10.221,10.698,11.036,11.563,11.921,12.635,13.987
429,-0.2288,9.4073,0.12294,6.535,7.131,7.51,7.72,8.058,8.297,8.665,9.407,10.229,10.706,11.045,11.571,11.93,12.645,13.998
430,-0.2292,9.4144,0.12295,6.54,7.136,7.515,7.726,8.064,8.303,8.672,9.414,10.237,10.714,11.053,11.58,11.939,12.655,14.01
431,-0.2296,9.4214,0.12295,6.545,7.142,7.521,7.732,8.07,8.309,8.678,9.421,10.244,10.722,11.062,11.589,11.948,12.665,14.021
432,-0.2299,9.4285,0.12295,6.55,7.147,7.527,7.737,8.076,8.316,8.685,9.429,10.252,10.73,11.07,11.598,11.957,12.675,14.032
433,-0.2303,9.4355,0.12295,6.555,7.153,7.532,7.743,8.083,8.322,8.691,9.436,10.26,10.738,11.078,11.607,11.966,12.684,14.042
434,-0.2307,9.4426,0.12295,6.56,7.158,7.538,7.749,8.089,8.328,8.698,9.443,10.267,10.746,11.087,11.615,11.976,12.694,14.053
435,-0.231,9.4496,0.12296,6.565,7.163,7.543,7.755,8.095,8.334,8.704,9.45,10.275,10.755,11.095,11.624,11.985,12.704,14.065
436,-0.2314,9.4567,0.12296,6.57,7.169,7.549,7.761,8.101,8.341,8.711,9.457,10.283,10.763,11.103,11.633,11.994,12.714,14.076
437,-0.2317,9.4637,0.12296,6.575,7.174,7.555,7.766,8.107,8.347,8.717,9.464,10.29,10.771,11.112,11.642,12.003,12.723,14.086
438,-0.2321,9.4707,0.12296,6.58,7.18,7.56,7.772,8.113,8.353,8.724,9.471,10.298,10.779,11.12,11.651,12.012,12.733,14.097
439,-0.2324,9.4778,0.12296,6.585,7.185,7.566,7.778,8.119,8.359,8.73,9.478,10.306,10.787,11.128,11.659,12.021,12.743,14.108
440,-0.2328,9.4848,0.12297,6.59,7.19,7.572,7.784,8.125,8.365,8.737,9.485,10.313,10.795,11.137,11.668,12.03,12.753,14.12
441,-0.2331,9.4918,0.12297,6.595,7.196,7.577,7.79,8.131,8.372,8.743,9.492,10.321,10.803,11.145,11.677,12.039,12.762,14.13
442,-0.2335,9.4988,0.12297,6.6,7.201,7.583,7.795,8.137,8.378,8.75,9.499,10.329,10.811,11.153,11.686,12.048,12.772,14.141
443,-0.2338,9.5058,0.12297,6.605,7.207,7.589,7.801,8.143,8.384,8.756,9.506,10.336,10.819,11.162,11.694,12.057,12.781,14.152
444,-0.2342,9.5129,0.12297,6.61,7.212,7.594,7.807,8.149,8.39,8.763,9.513,10.344,10.827,11.17,11.703,12.066,12.791,14.163
445,-0.2345,9.5199,0.12298,6.615,7.217,7.6,7.813,8.155,8.396,8.769,9.52,10.352,10.835,11.178,11.712,12.076,12.801,14.174
446,-0.2349,9.5269,0.12298,6.62,7.223,7.606,7.819,8.161,8.403,8.776,9.527,10.359,10.843,11.187,11.721,12.085,12.811,14.185
447,-0.2352,9.5339,0.12298,6.625,7.228,7.611,7.824,8.167,8.409,8.782,9.534,10.367,10.851,11.195,11.73,12.094,12.82,14.196
448,-0.2355,9.5409,0.12298,6.63,7.233,7.617,7.83,8.173,8.415,8.788,9.541,10.375,10.859,11.203,11.738,12.103,12.83,14.207
449,-0.2359,9.5479,0.12298,6.635,7.239,7.623,7.836,8.179,8.421,8.795,9.548,10.382,10.867,11.211,11.747,12.112,12.84,14.218
450,-0.2362,9.5549,0.12298,6.64,7.244,7.628,7.842,8.185,8.427,8.801,9.555,10.39,10.875,11.22,11.756,12.121,12.849,14.228
451,-0.2366,9.5619,0.12299,6.645,7.25,7.634,7.847,8.191,8.433,8.808,9.562,10.398,10.883,11.228,11.765,12.13,12.859,14.24
452,-0.2369,9.5689,0.12299,6.65,7.255,7.639,7.853,8.197,8.44,8.814,9.569,10.405,10.891,11.236,11.773,12.139,12.869,14.251
453,-0.2372,9.5759,0.12299,6.655,7.26,7.645,7.859,8.203,8.446,8.821,9.576,10.413,10.899,11.245,11.782,12.148,12.878,14.261
454,-0.2376,9.5829,0.12299,6.66,7.266,7.651,7.865,8.209,8.452,8.827,9.583,10.42,10.907,11.253,11.791,12.157,12.888,14.272
455,-0.2379,9.5898,0.12299,6.665,7.271,7.656,7.87,8.215,8.458,8.834,9.59,10.428,10.915,11.261,11.799,12.166,12.897,14.283
456,-0.2382,9.5968,0.12299,6.67,7.276,7.662,7.876,8.221,8.464,8.84,9.597,10.436,10.923,11.269,11.808,12.175,12.907,14.294
457,-0.2385,9.6038,0.12299,6.675,7.282,7.668,7.882,8.227,8.47,8.846,9.604,10.443,10.931,11.278,11.817,12.184,12.917,14.304
458,-0.2389,9.6108,0.123,6.68,7.287,7.673,7.888,8.233,8.477,8.853,9.611,10.451,10.939,11.286,11.825,12.193,12.926,14.316
459,-0.2392,9.6178,0.123,6.685,7.292,7.679,7.894,8.239,8.483,8.859,9.618,10.458,10.947,11.294,11.834,12.202,12.936,14.327
460,-0.2395,9.6247,0.123,6.69,7.298,7.684,7.899,8.245,8.489,8.866,9.625,10.466,10.955,11.302,11.843,12.211,12.946,14.337
461,-0.2398,9.6317,0.123,6.695,7.303,7.69,7.905,8.251,8.495,8.872,9.632,10.474,10.963,11.311,11.851,12.22,12.955,14.348
462,-0.2402,9.6387,0.123,6.7,7.309,7.696,7.911,8.257,8.501,8.879,9.639,10.481,10.971,11.319,11.86,12.229,12.965,14.359
463,-0.2405,9.6457,0.123,6.705,7.314,7.701,7.917,8.263,8.507,8.885,9.646,10.489,10.979,11.327,11.869,12.238,12.974,14.37
464,-0.2408,9.6526,0.123,6.71,7.319,7.707,7.922,8.269,8.514,8.891,9.653,10.496,10.987,11.335,11.877,12.247,12.984,14.38
465,-0.2411,9.6596,0.123,6.715,7.325,7.712,7.928,8.275,8.52,8.898,9.66,10.504,10.995,11.344,11.886,12.256,12.993,14.391
466,-0.2414,9.6665,0.12301,6.719,7.33,7.718,7.934,8.281,8.526,8.904,9.667,10.512,11.003,11.352,11.895,12.265,13.003,14.402
467,-0.2418,9.6735,0.12301,6.724,7.335,7.724,7.94,8.287,8.532,8.911,9.674,10.519,11.011,11.36,11.904,12.274,13.013,14.413
468,-0.2421,9.6805,0.12301,6.729,7.341,7.729,7.945,8.293,8.538,8.917,9.681,10.527,11.019,11.368,11.912,12.283,13.022,14.424
469,-0.2424,9.6874,0.12301,6.734,7.346,7.735,7.951,8.299,8.544,8.923,9.687,10.534,11.027,11.377,11.921,12.292,13.032,14.435
470,-0.2427,9.6944,0.12301,6.739,7.351,7.74,7.957,8.305,8.55,8.93,9.694,10.542,11.035,11.385,11.93,12.301,13.041,14.445
471,-0.243,9.7013,0.12301,6.744,7.357,7.746,7.963,8.311,8.557,8.936,9.701,10.549,11.043,11.393,11.938,12.31,13.051,14.456
472,-0.2433,9.7083,0.12301,6.749,7.362,7.752,7.968,8.317,8.563,8.943,9.708,10.557,11.051,11.401,11.947,12.319,13.061,14.467
473,-0.2436,9.7152,0.12301,6.754,7.367,7.757,7.974,8.323,8.569,8.949,9.715,10.565,11.059,11.409,11.955,12.327,13.07,14.477
474,-0.2439,9.7222,0.12301,6.759,7.373,7.763,7.98,8.329,8.575,8.956,9.722,10.572,11.067,11.418,11.964,12.336,13.08,14.488
475,-0.2442,9.7291,0.12302,6.764,7.378,7.768,7.985,8.335,8.581,8.962,9.729,10.58,11.075,11.426,11.973,12.345,13.089,14.499
476,-0.2446,9.7361,0.12302,6.769,7.383,7.774,7.991,8.341,8.587,8.968,9.736,10.587,11.083,11.434,11.982,12.355,13.099,14.51
477,-0.2449,9.743,0.12302,6.774,7.389,7.779,7.997,8.347,8.593,8.975,9.743,10.595,11.09,11.442,11.99,12.363,13.108,14.521
478,-0.2452,9.75,0.12302,6.779,7.394,7.785,8.003,8.353,8.6,8.981,9.75,10.603,11.098,11.451,11.999,12.372,13.118,14.532
479,-0.2455,9.7569,0.12302,6.784,7.399,7.791,8.008,8.359,8.606,8.987,9.757,10.61,11.106,11.459,12.007,12.381,13.128,14.542
480,-0.2458,9.7638,0.12302,6.789,7.405,7.796,8.014,8.365,8.612,8.994,9.764,10.618,11.114,11.467,12.016,12.39,13.137,14.553
481,-0.2461,9.7708,0.12302,6.794,7.41,7.802,8.02,8.371,8.618,9.0,9.771,10.625,11.122,11.475,12.025,12.399,13.147,14.564
482,-0.2464,9.7777,0.12302,6.799,7.415,7.807,8.026,8.377,8.624,9.007,9.778,10.633,11.13,11.483,12.033,12.408,13.156,14.574
483,-0.2467,9.7846,0.12302,6.803,7.421,7.813,8.031,8.382,8.63,9.013,9.785,10.64,11.138,11.492,12.042,12.417,13.166,14.585
484,-0.247,9.7916,0.12302,6.808,7.426,7.819,8.037,8.388,8.636,9.019,9.792,10.648,11.146,11.5,12.051,12.426,13.175,14.596
485,-0.2472,9.7985,0.12303,6.813,7.431,7.824,8.043,8.394,8.642,9.026,9.799,10.655,11.154,11.508,12.059,12.435,13.185,14.607
486,-0.2475,9.8054,0.12303,6.818,7.437,7.83,8.048,8.4,8.649,9.032,9.805,10.663,11.162,11.516,12.068,12.444,13.194,14.618
487,-0.2478,9.8124,0.12303,6.823,7.442,7.835,8.054,8.406,8.655,9.039,9.812,10.671,11.17,11.525,12.077,12.453,13.204,14.628
488,-0.2481,9.8193,0.12303,6.828,7.447,7.841,8.06,8.412,8.661,9.045,9.819,10.678,11.178,11.533,12.085,12.462,13.213,14.639
489,-0.2484,9.8262,0.12303,6.833,7.453,7.846,8.066,8.418,8.667,9.051,9.826,10.686,11.186,11.541,12.094,12.47,13.223,14.65
490,-0.2487,9.8331,0.12303,6.838,7.458,7.852,8.071,8.424,8.673,9.058,9.833,10.693,11.193,11.549,12.102,12.479,13.232,14.66
491,-0.249,9.8401,0.12303,6.843,7.463,7.858,8.077,8.43,8.679,9.064,9.84,10.701,11.201,11.557,12.111,12.488,13.242,14.671
492,-0.2493,9.847,0.12303,6.848,7.469,7.863,8.083,8.436,8.685,9.071,9.847,10.708,11.209,11.565,12.12,12.497,13.251,14.682
493,-0.2496,9.8539,0.12303,6.853,7.474,7.869,8.089,8.442,8.691,9.077,9.854,10.716,11.217,11.574,12.128,12.506,13.261,14.692
494,-0.2499,9.8608,0.12303,6.858,7.479,7.874,8.094,8.448,8.698,9.083,9.861,10.723,11.225,11.582,12.137,12.515,13.27,14.703
495,-0.2501,9.8677,0.12303,6.863,7.485,7.88,8.1,8.454,8.704,9.09,9.868,10.731,11.233,11.59,12.145,12.524,13.28,14.714
496,-0.2504,9.8746,0.12304,6.867,7.49,7.885,8.106,8.46,8.71,9.096,9.875,10.738,11.241,11.598,12.154,12.533,13.29,14.725
497,-0.2507,9.8816,0.12304,6.872,7.495,7.891,8.111,8.466,8.716,9.102,9.882,10.746,11.249,11.606,12.163,12.542,13.299,14.735
498,-0.251,9.8885,0.12304,6.877,7.5,7.897,8.117,8.472,8.722,9.109,9.889,10.754,11.257,11.615,12.171,12.551,13.309,14.746
499,-0.2513,9.8954,0.12304,6.882,7.506,7.902,8.123,8.478,8.728,9.115,9.895,10.761,11.265,11.623,12.18,12.56,13.318,14.757
500,-0.2515,9.9023,0.12304,6.887,7.511,7.908,8.128,8.484,8.734,9.121,9.902,10.769,11.273,11.631,12.188,12.568,13.327,14.767
501,-0.2518,9.9092,0.12304,6.892,7.516,7.913,8.134,8.49,8.74,9.128,9.909,10.776,11.281,11.639,12.197,12.577,13.337,14.778
502,-0.2521,9.9161,0.12304,6.897,7.522,7.919,8.14,8.495,8.746,9.134,9.916,10.784,11.288,11.647,12.206,12.586,13.346,14.789
503,-0.2524,9.923,0.12304,6.902,7.527,7.924,8.146,8.501,8.753,9.141,9.923,10.791,11.296,11.655,12.214,12.595,13.356,14.799
504,-0.2526,9.9299,0.12304,6.907,7.532,7.93,8.151,8.507,8.759,9.147,9.93,10.799,11.304,11.663,12.223,12.604,13.365,14.81
505,-0.2529,9.9368,0.12304,6.912,7.538,7.936,8.157,8.513,8.765,9.153,9.937,10.806,11.312,11.672,12.231,12.613,13.375,14.821
506,-0.2532,9.9437,0.12304,6.917,7.543,7.941,8.163,8.519,8.771,9.16,9.944,10.814,11.32,11.68,12.24,12.622,13.384,14.831
507,-0.2535,9.9506,0.12305,6.921,7.548,7.947,8.168,8.525,8.777,9.166,9.951,10.821,11.328,11.688,12.249,12.631,13.394,14.842
508,-0.2537,9.9575,0.12305,6.926,7.553,7.952,8.174,8.531,8.783,9.172,9.958,10.829,11.336,11.696,12.257,12.64,13.403,14.853
509,-0.254,9.9644,0.12305,6.931,7.559,7.958,8.18,8.537,8.789,9.179,9.964,10.836,11.344,11.704,12.266,12.648,13.413,14.864
510,-0.2543,9.9713,0.12305,6.936,7.564,7.963,8.185,8.543,8.795,9.185,9.971,10.844,11.352,11.712,12.274,12.657,13.422,14.874
511,-0.2545,9.9782,0.12305,6.941,7.569,7.969,8.191,8.549,8.801,9.191,9.978,10.851,11.359,11.721,12.283,12.666,13.432,14.885
512,-0.2548,9.9851,0.12305,6.946,7.575,7.974,8.197,8.555,8.807,9.198,9.985,10.859,11.367,11.729,12.291,12.675,13.441,14.895
513,-0.2551,9.992,0.12305,6.951,7.58,7.98,8.202,8.561,8.813,9.204,9.992,10.866,11.375,11.737,12.3,12.684,13.451,14.906
514,-0.2553,9.9989,0.12305,6.956,7.585,7.985,8.208,8.567,8.82,9.211,9.999,10.874,11.383,11.745,12.309,12.693,13.46,14.917
515,-0.2556,10.0058,0.12305,6.961,7.59,7.991,8.214,8.573,8.826,9.217,10.006,10.881,11.391,11.753,12.317,12.702,13.47,14.927
516,-0.2558,10.0127,0.12305,6.966,7.596,7.997,8.22,8.578,8.832,9.223,10.013,10.889,11.399,11.761,12.326,12.71,13.479,14.938
517,-0.2561,10.0196,0.12305,6.97,7.601,8.002,8.225,8.584,8.838,9.23,10.02,10.896,11.407,11.769,12.334,12.719,13.488,14.948
518,-0.2564,10.0265,0.12306,6.975,7.606,8.008,8.231,8.59,8.844,9.236,10.027,10.904,11.415,11.778,12.343,12.728,13.498,14.96
519,-0.2566,10.0334,0.12306,6.98,7.612,8.013,8.237,8.596,8.85,9.242,10.033,10.912,11.423,11.786,12.352,12.737,13.508,14.97
520,-0.2569,10.0402,0.12306,6.985,7.617,8.019,8.242,8.602,8.856,9.249,10.04,10.919,11.43,11.794,12.36,12.746,13.517,14.981
521,-0.2571,10.0471,0.12306,6.99,7.622,8.024,8.248,8.608,8.862,9.255,10.047,10.926,11.438,11.802,12.369,12.755,13.526,14.991
522,-0.2574,10.054,0.12306,6.995,7.627,8.03,8.254,8.614,8.868,9.261,10.054,10.934,11.446,11.81,12.377,12.764,13.536,15.002
523,-0.2577,10.0609,0.12306,7.0,7.633,8.035,8.259,8.62,8.874,9.268,10.061,10.941,11.454,11.818,12.386,12.773,13.545,15.013
524,-0.2579,10.0678,0.12306,7.005,7.638,8.041,8.265,8.626,8.88,9.274,10.068,10.949,11.462,11.827,12.394,12.781,13.555,15.023
525,-0.2582,10.0746,0.12306,7.009,7.643,8.046,8.271,8.632,8.886,9.28,10.075,10.956,11.47,11.835,12.403,12.79,13.564,15.034
526,-0.2584,10.0815,0.12306,7.014,7.649,8.052,8.276,8.638,8.893,9.287,10.082,10.964,11.478,11.843,12.411,12.799,13.574,15.044
527,-0.2587,10.0884,0.12307,7.019,7.654,8.057,8.282,8.643,8.899,9.293,10.088,10.971,11.486,11.851,12.42,12.808,13.583,15.055
528,-0.2589,10.0953,0.12307,7.024,7.659,8.063,8.288,8.649,8.905,9.299,10.095,10.979,11.493,11.859,12.429,12.817,13.593,15.066
529,-0.2592,10.1021,0.12307,7.029,7.664,8.068,8.293,8.655,8.911,9.306,10.102,10.986,11.501,11.867,12.437,12.826,13.602,15.076
530,-0.2594,10.109,0.12307,7.034,7.67,8.074,8.299,8.661,8.917,9.312,10.109,10.994,11.509,11.875,12.446,12.834,13.612,15.087
531,-0.2597,10.1159,0.12307,7.039,7.675,8.079,8.305,8.667,8.923,9.318,10.116,11.001,11.517,11.883,12.454,12.843,13.621,15.098
532,-0.2599,10.1227,0.12307,7.044,7.68,8.085,8.31,8.673,8.929,9.325,10.123,11.009,11.525,11.892,12.463,12.852,13.63,15.108
533,-0.2601,10.1296,0.12307,7.048,7.685,8.091,8.316,8.679,8.935,9.331,10.13,11.016,11.533,11.9,12.471,12.861,13.64,15.119
534,-0.2604,10.1365,0.12307,7.053,7.691,8.096,8.322,8.685,8.941,9.337,10.137,11.024,11.541,11.908,12.48,12.87,13.649,15.129
535,-0.2606,10.1433,0.12308,7.058,7.696,8.101,8.327,8.691,8.947,9.344,10.143,11.031,11.548,11.916,12.488,12.879,13.659,15.14
536,-0.2609,10.1502,0.12308,7.063,7.701,8.107,8.333,8.696,8.953,9.35,10.15,11.039,11.556,11.924,12.497,12.888,13.668,15.151
537,-0.2611,10.157,0.12308,7.068,7.706,8.112,8.339,8.702,8.959,9.356,10.157,11.046,11.564,11.932,12.505,12.896,13.678,15.161
