Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
178,-0.1836,17.339,0.08242,13.518,14.361,14.881,15.166,15.617,15.93,16.406,17.339,18.335,18.898,19.291,19.891,20.292,21.076,22.506
179,-0.1853,17.3398,0.08241,13.52,14.362,14.883,15.167,15.618,15.931,16.407,17.34,18.336,18.899,19.291,19.891,20.293,21.078,22.508
180,-0.187,17.3406,0.08239,13.522,14.364,14.884,15.168,15.619,15.932,16.408,17.341,18.337,18.899,19.292,19.892,20.293,21.078,22.509
181,-0.1886,17.3412,0.08237,13.524,14.366,14.885,15.17,15.62,15.933,16.409,17.341,18.337,18.9,19.292,19.892,20.294,21.079,22.51
182,-0.1903,17.3419,0.08235,13.526,14.367,14.887,15.171,15.621,15.934,16.41,17.342,18.338,18.9,19.293,19.893,20.294,21.079,22.51
183,-0.1919,17.3424,0.08233,13.528,14.369,14.888,15.172,15.622,15.935,16.41,17.342,18.338,18.901,19.293,19.893,20.294,21.079,22.511
184,-0.1936,17.3429,0.08231,13.53,14.37,14.889,15.173,15.623,15.936,16.411,17.343,18.338,18.901,19.293,19.893,20.295,21.08,22.511
185,-0.1952,17.3433,0.0823,13.531,14.371,14.89,15.174,15.624,15.936,16.412,17.343,18.339,18.901,19.294,19.894,20.295,21.08,22.512
186,-0.1969,17.3437,0.08228,13.533,14.373,14.891,15.175,15.625,15.937,16.412,17.344,18.339,18.901,19.294,19.894,20.295,21.08,22.513
187,-0.1985,17.3439,0.08226,13.535,14.374,14.892,15.176,15.626,15.938,16.413,17.344,18.339,18.901,19.294,19.894,20.295,21.08,22.513
188,-0.2001,17.3441,0.08224,13.536,14.375,14.893,15.177,15.626,15.938,16.413,17.344,18.339,18.901,19.294,19.893,20.295,21.08,22.513
189,-0.2017,17.3443,0.08222,13.538,14.376,14.894,15.178,15.627,15.939,16.414,17.344,18.339,18.901,19.294,19.893,20.295,21.08,22.513
190,-0.2033,17.3444,0.08221,13.539,14.377,14.895,15.178,15.627,15.939,16.414,17.344,18.339,18.901,19.294,19.893,20.295,21.08,22.513
191,-0.2049,17.3444,0.08219,13.54,14.378,14.896,15.179,15.628,15.94,16.414,17.344,18.339,18.901,19.293,19.893,20.295,21.08,22.513
192,-0.2065,17.3443,0.08217,13.542,14.379,14.897,15.18,15.628,15.94,16.414,17.344,18.339,18.9,19.293,19.893,20.294,21.079,22.513
193,-0.2081,17.3442,0.08216,13.543,14.38,14.897,15.18,15.629,15.94,16.414,17.344,18.338,18.9,19.293,19.892,20.294,21.079,22.513
194,-0.2097,17.344,0.08214,13.544,14.381,14.898,15.181,15.629,15.941,16.414,17.344,18.338,18.9,19.292,19.892,20.293,21.079,22.513
195,-0.2112,17.3438,0.08212,13.545,14.382,14.898,15.181,15.629,15.941,16.415,17.344,18.338,18.899,19.291,19.891,20.293,21.078,22.512
196,-0.2128,17.3434,0.0821,13.546,14.382,14.899,15.181,15.629,15.941,16.414,17.343,18.337,18.899,19.291,19.89,20.292,21.077,22.511
197,-0.2144,17.3431,0.08209,13.547,14.383,14.899,15.182,15.63,15.941,16.414,17.343,18.337,18.898,19.29,19.89,20.292,21.077,22.512
198,-0.2159,17.3426,0.08207,13.548,14.383,14.899,15.182,15.63,15.941,16.414,17.343,18.336,18.897,19.289,19.889,20.291,21.076,22.511
199,-0.2174,17.3421,0.08205,13.549,14.384,14.9,15.182,15.63,15.941,16.414,17.342,18.335,18.896,19.288,19.888,20.29,21.075,22.51
200,-0.219,17.3416,0.08204,13.55,14.384,14.9,15.182,15.63,15.94,16.414,17.342,18.334,18.896,19.288,19.887,20.289,21.075,22.51
201,-0.2205,17.3409,0.08202,13.551,14.385,14.9,15.182,15.629,15.94,16.413,17.341,18.333,18.895,19.287,19.886,20.288,21.073,22.508
202,-0.222,17.3402,0.08201,13.551,14.385,14.9,15.182,15.629,15.94,16.413,17.34,18.333,18.894,19.286,19.885,20.287,21.073,22.508
203,-0.2235,17.3395,0.08199,13.552,14.385,14.9,15.182,15.629,15.94,16.412,17.34,18.332,18.893,19.285,19.884,20.286,21.071,22.507
204,-0.2251,17.3387,0.08197,13.553,14.386,14.9,15.182,15.629,15.939,16.412,17.339,18.331,18.892,19.284,19.883,20.284,21.07,22.505
205,-0.2266,17.3378,0.08196,13.553,14.386,14.9,15.182,15.628,15.939,16.411,17.338,18.33,18.891,19.282,19.882,20.283,21.069,22.505
206,-0.2281,17.3369,0.08194,13.554,14.386,14.9,15.182,15.628,15.938,16.41,17.337,18.328,18.889,19.281,19.88,20.282,21.067,22.503
207,-0.2295,17.3359,0.08193,13.554,14.386,14.9,15.181,15.627,15.938,16.41,17.336,18.327,18.888,19.28,19.879,20.281,21.066,22.502
208,-0.231,17.3349,0.08191,13.555,14.386,14.9,15.181,15.627,15.937,16.409,17.335,18.326,18.887,19.278,19.878,20.279,21.065,22.501
209,-0.2325,17.3338,0.08189,13.555,14.386,14.9,15.181,15.627,15.936,16.408,17.334,18.325,18.885,19.277,19.876,20.277,21.063,22.499
210,-0.234,17.3326,0.08188,13.555,14.386,14.899,15.18,15.626,15.936,16.407,17.333,18.323,18.884,19.275,19.875,20.276,21.061,22.498
211,-0.2354,17.3314,0.08186,13.556,14.386,14.899,15.18,15.625,15.935,16.406,17.331,18.322,18.882,19.274,19.873,20.274,21.06,22.496
212,-0.2369,17.3302,0.08185,13.556,14.385,14.898,15.179,15.624,15.934,16.405,17.33,18.321,18.881,19.272,19.871,20.273,21.058,22.495
213,-0.2384,17.3289,0.08183,13.556,14.385,14.898,15.179,15.624,15.933,16.404,17.329,18.319,18.879,19.271,19.869,20.271,21.056,22.493
214,-0.2398,17.3275,0.08182,13.556,14.385,14.897,15.178,15.623,15.932,16.403,17.328,18.317,18.877,19.269,19.868,20.269,21.055,22.491
215,-0.2413,17.3261,0.0818,13.556,14.385,14.897,15.177,15.622,15.931,16.402,17.326,18.316,18.876,19.267,19.866,20.267,21.052,22.489
216,-0.2427,17.3246,0.08179,13.556,14.384,14.896,15.176,15.621,15.93,16.401,17.325,18.314,18.874,19.265,19.864,20.265,21.051,22.488
217,-0.2441,17.323,0.08177,13.556,14.384,14.895,15.176,15.62,15.929,16.399,17.323,18.312,18.872,19.263,19.862,20.263,21.048,22.485
218,-0.2456,17.3215,0.08176,13.556,14.383,14.895,15.175,15.619,15.928,16.398,17.322,18.31,18.87,19.261,19.86,20.261,21.047,22.484
219,-0.247,17.3198,0.08174,13.556,14.383,14.894,15.174,15.618,15.927,16.397,17.32,18.308,18.868,19.259,19.858,20.259,21.044,22.481
220,-0.2484,17.3181,0.08173,13.556,14.382,14.893,15.173,15.617,15.926,16.395,17.318,18.307,18.866,19.257,19.856,20.257,21.042,22.479
221,-0.2498,17.3164,0.08171,13.556,14.382,14.892,15.172,15.616,15.924,16.394,17.316,18.305,18.864,19.255,19.853,20.254,21.039,22.477
222,-0.2512,17.3146,0.0817,13.555,14.381,14.891,15.171,15.615,15.923,16.392,17.315,18.303,18.862,19.253,19.851,20.252,21.037,22.475
223,-0.2526,17.3127,0.08168,13.555,14.38,14.89,15.17,15.613,15.922,16.391,17.313,18.3,18.859,19.25,19.848,20.249,21.035,22.472
224,-0.254,17.3108,0.08167,13.554,14.379,14.889,15.169,15.612,15.92,16.389,17.311,18.298,18.857,19.248,19.846,20.247,21.032,22.47
225,-0.2554,17.3089,0.08165,13.554,14.379,14.888,15.168,15.611,15.919,16.388,17.309,18.296,18.855,19.246,19.844,20.244,21.03,22.467
226,-0.2568,17.3069,0.08164,13.554,14.378,14.887,15.166,15.609,15.917,16.386,17.307,18.294,18.853,19.243,19.841,20.242,21.027,22.464
227,-0.2581,17.3048,0.08163,13.553,14.376,14.886,15.165,15.608,15.915,16.384,17.305,18.292,18.85,19.241,19.839,20.24,21.025,22.462
228,-0.2595,17.3027,0.08161,13.553,14.376,14.885,15.164,15.606,15.914,16.382,17.303,18.289,18.848,19.238,19.836,20.237,21.022,22.459
229,-0.2609,17.3006,0.0816,13.552,14.375,14.884,15.162,15.605,15.912,16.381,17.301,18.287,18.845,19.236,19.833,20.234,21.019,22.457
230,-0.2622,17.2984,0.08158,13.551,14.374,14.882,15.161,15.603,15.911,16.379,17.298,18.284,18.843,19.233,19.83,20.231,21.016,22.453
231,-0.2636,17.2962,0.08157,13.551,14.373,14.881,15.16,15.601,15.909,16.377,17.296,18.282,18.84,19.23,19.828,20.228,21.013,22.451
232,-0.265,17.2939,0.08155,13.55,14.372,14.88,15.158,15.6,15.907,16.375,17.294,18.279,18.837,19.227,19.825,20.225,21.01,22.447
233,-0.2663,17.2916,0.08154,13.549,14.37,14.878,15.157,15.598,15.905,16.373,17.292,18.277,18.835,19.225,19.822,20.223,21.007,22.445
234,-0.2676,17.2892,0.08153,13.548,14.369,14.877,15.155,15.596,15.903,16.371,17.289,18.274,18.832,19.222,19.819,20.22,21.004,22.442
235,-0.269,17.2868,0.08151,13.548,14.368,14.876,15.154,15.595,15.901,16.369,17.287,18.271,18.829,19.219,19.816,20.216,21.001,22.438
236,-0.2703,17.2844,0.0815,13.547,14.367,14.874,15.152,15.593,15.899,16.367,17.284,18.269,18.826,19.216,19.813,20.214,20.998,22.435
237,-0.2716,17.2819,0.08149,13.546,14.365,14.872,15.15,15.591,15.897,16.364,17.282,18.266,18.823,19.213,19.81,20.211,20.995,22.432
238,-0.273,17.2794,0.08147,13.545,14.364,14.871,15.149,15.589,15.895,16.362,17.279,18.263,18.82,19.21,19.807,20.207,20.992,22.429
239,-0.2743,17.2768,0.08146,13.544,14.363,14.869,15.147,15.587,15.893,16.36,17.277,18.26,18.817,19.207,19.804,20.204,20.988,22.426
240,-0.2756,17.2742,0.08145,13.543,14.361,14.867,15.145,15.585,15.891,16.358,17.274,18.257,18.815,19.204,19.801,20.201,20.985,22.423
241,-0.2769,17.2715,0.08143,13.542,14.36,14.866,15.143,15.583,15.889,16.355,17.272,18.254,18.811,19.201,19.797,20.197,20.982,22.419
242,-0.2782,17.2688,0.08142,13.541,14.358,14.864,15.141,15.581,15.887,16.353,17.269,18.251,18.808,19.198,19.794,20.194,20.978,22.415
243,-0.2795,17.2661,0.08141,13.54,14.356,14.862,15.139,15.579,15.885,16.35,17.266,18.248,18.805,19.195,19.791,20.191,20.975,22.412
244,-0.2808,17.2633,0.08139,13.539,14.355,14.86,15.137,15.577,15.882,16.348,17.263,18.245,18.802,19.191,19.787,20.187,20.971,22.408
245,-0.2821,17.2605,0.08138,13.537,14.353,14.859,15.135,15.574,15.88,16.345,17.261,18.242,18.799,19.188,19.784,20.184,20.968,22.405
246,-0.2834,17.2577,0.08137,13.536,14.352,14.857,15.133,15.572,15.878,16.343,17.258,18.239,18.795,19.185,19.781,20.18,20.964,22.401
247,-0.2847,17.2548,0.08135,13.535,14.35,14.855,15.131,15.57,15.875,16.34,17.255,18.236,18.792,19.181,19.777,20.177,20.96,22.397
248,-0.2859,17.2519,0.08134,13.534,14.348,14.853,15.129,15.568,15.873,16.338,17.252,18.233,18.789,19.178,19.773,20.173,20.957,22.394
249,-0.2872,17.249,0.08133,13.532,14.347,14.851,15.127,15.565,15.871,16.335,17.249,18.23,18.785,19.174,19.77,20.17,20.953,22.39
250,-0.2885,17.246,0.08131,13.531,14.345,14.849,15.125,15.563,15.868,16.333,17.246,18.226,18.782,19.171,19.766,20.166,20.949,22.386
251,-0.2898,17.243,0.0813,13.53,14.343,14.847,15.123,15.561,15.866,16.33,17.243,18.223,18.779,19.167,19.763,20.162,20.945,22.382
252,-0.291,17.2399,0.08129,13.528,14.341,14.845,15.121,15.558,15.863,16.327,17.24,18.22,18.775,19.164,19.759,20.158,20.942,22.378
253,-0.2923,17.2368,0.08128,13.527,14.339,14.842,15.118,15.556,15.86,16.324,17.237,18.216,18.772,19.16,19.755,20.155,20.938,22.374
254,-0.2935,17.2337,0.08126,13.526,14.338,14.841,15.116,15.554,15.858,16.322,17.234,18.213,18.768,19.156,19.751,20.151,20.934,22.37
255,-0.2948,17.2306,0.08125,13.524,14.336,14.838,15.114,15.551,15.855,16.319,17.231,18.209,18.764,19.153,19.748,20.147,20.93,22.366
256,-0.296,17.2274,0.08124,13.522,14.334,14.836,15.111,15.548,15.853,16.316,17.227,18.206,18.761,19.149,19.744,20.143,20.926,22.362
257,-0.2972,17.2242,0.08122,13.521,14.332,14.834,15.109,15.546,15.85,16.313,17.224,18.202,18.757,19.145,19.74,20.139,20.921,22.357
258,-0.2985,17.221,0.08121,13.519,14.33,14.832,15.107,15.543,15.847,16.31,17.221,18.199,18.753,19.141,19.736,20.135,20.918,22.354
259,-0.2997,17.2177,0.0812,13.518,14.328,14.829,15.104,15.541,15.845,16.307,17.218,18.195,18.75,19.138,19.732,20.131,20.914,22.349
260,-0.3009,17.2144,0.08119,13.516,14.326,14.827,15.102,15.538,15.842,16.304,17.214,18.192,18.746,19.134,19.728,20.127,20.909,22.345
261,-0.3022,17.2111,0.08117,13.515,14.324,14.825,15.1,15.536,15.839,16.301,17.211,18.188,18.742,19.13,19.724,20.123,20.905,22.341
262,-0.3034,17.2078,0.08116,13.513,14.322,14.823,15.097,15.533,15.836,16.298,17.208,18.184,18.738,19.126,19.72,20.119,20.901,22.336
263,-0.3046,17.2044,0.08115,13.511,14.319,14.82,15.094,15.53,15.833,16.295,17.204,18.181,18.735,19.122,19.716,20.115,20.897,22.332
264,-0.3058,17.2011,0.08114,13.509,14.317,14.818,15.092,15.527,15.831,16.292,17.201,18.177,18.731,19.118,19.712,20.111,20.893,22.328
265,-0.307,17.1976,0.08113,13.507,14.315,14.815,15.089,15.525,15.828,16.289,17.198,18.173,18.727,19.114,19.708,20.107,20.888,22.324
266,-0.3082,17.1942,0.08111,13.506,14.313,14.813,15.087,15.522,15.825,16.286,17.194,18.17,18.723,19.11,19.704,20.102,20.884,22.319
267,-0.3094,17.1908,0.0811,13.504,14.311,14.81,15.084,15.519,15.822,16.283,17.191,18.166,18.719,19.106,19.7,20.098,20.88,22.315
268,-0.3106,17.1873,0.08109,13.502,14.308,14.808,15.082,15.516,15.819,16.28,17.187,18.162,18.715,19.102,19.696,20.094,20.875,22.31
269,-0.3118,17.1838,0.08108,13.5,14.306,14.805,15.079,15.513,15.816,16.277,17.184,18.158,18.711,19.098,19.691,20.09,20.871,22.306
270,-0.313,17.1803,0.08107,13.498,14.304,14.803,15.076,15.511,15.813,16.274,17.18,18.154,18.707,19.094,19.687,20.085,20.867,22.302
271,-0.3142,17.1767,0.08105,13.497,14.302,14.8,15.074,15.508,15.81,16.27,17.177,18.15,18.703,19.09,19.683,20.081,20.862,22.296
272,-0.3153,17.1731,0.08104,13.495,14.299,14.798,15.071,15.505,15.807,16.267,17.173,18.147,18.699,19.086,19.678,20.076,20.857,22.292
273,-0.3165,17.1696,0.08103,13.493,14.297,14.795,15.068,15.502,15.804,16.264,17.17,18.143,18.695,19.082,19.674,20.072,20.853,22.287
274,-0.3177,17.1659,0.08102,13.491,14.294,14.792,15.065,15.499,15.801,16.261,17.166,18.139,18.691,19.077,19.67,20.068,20.849,22.283
275,-0.3189,17.1623,0.08101,13.489,14.292,14.79,15.063,15.496,15.798,16.257,17.162,18.135,18.687,19.073,19.666,20.064,20.844,22.278
276,-0.32,17.1587,0.08099,13.487,14.29,14.787,15.06,15.493,15.795,16.254,17.159,18.131,18.683,19.069,19.661,20.059,20.839,22.273
277,-0.3212,17.155,0.08098,13.485,14.287,14.785,15.057,15.49,15.791,16.251,17.155,18.127,18.678,19.065,19.657,20.054,20.835,22.268
278,-0.3223,17.1513,0.08097,13.483,14.285,14.782,15.054,15.487,15.788,16.247,17.151,18.123,18.674,19.06,19.652,20.05,20.83,22.264
279,-0.3235,17.1476,0.08096,13.481,14.282,14.779,15.052,15.484,15.785,16.244,17.148,18.119,18.67,19.056,19.648,20.046,20.826,22.259
280,-0.3246,17.1439,0.08095,13.479,14.28,14.776,15.049,15.481,15.782,16.241,17.144,18.115,18.666,19.052,19.644,20.041,20.821,22.254
281,-0.3258,17.1402,0.08094,13.477,14.277,14.774,15.046,15.478,15.779,16.237,17.14,18.111,18.662,19.048,19.639,20.037,20.816,22.25
282,-0.3269,17.1364,0.08093,13.475,14.275,14.771,15.043,15.475,15.775,16.234,17.136,18.107,18.658,19.043,19.635,20.032,20.812,22.245
283,-0.3281,17.1326,0.08091,13.473,14.273,14.768,15.04,15.472,15.772,16.231,17.133,18.103,18.653,19.039,19.63,20.027,20.807,22.239
284,-0.3292,17.1288,0.0809,13.471,14.27,14.765,15.037,15.469,15.769,16.227,17.129,18.098,18.649,19.034,19.626,20.023,20.802,22.235
285,-0.3303,17.125,0.08089,13.469,14.267,14.763,15.034,15.465,15.766,16.224,17.125,18.094,18.645,19.03,19.621,20.018,20.797,22.23
286,-0.3315,17.1212,0.08088,13.466,14.265,14.76,15.031,15.462,15.763,16.22,17.121,18.09,18.64,19.026,19.617,20.013,20.793,22.225
287,-0.3326,17.1174,0.08087,13.464,14.262,14.757,15.028,15.459,15.759,16.217,17.117,18.086,18.636,19.021,19.612,20.009,20.788,22.22
288,-0.3337,17.1135,0.08086,13.462,14.26,14.754,15.025,15.456,15.756,16.213,17.114,18.082,18.632,19.017,19.608,20.004,20.783,22.215
289,-0.3348,17.1097,0.08085,13.46,14.257,14.751,15.022,15.453,15.753,16.21,17.11,18.078,18.628,19.013,19.603,20.0,20.778,22.21
290,-0.3359,17.1058,0.08084,13.457,14.254,14.748,15.019,15.45,15.749,16.206,17.106,18.074,18.623,19.008,19.598,19.995,20.774,22.205
291,-0.3371,17.1019,0.08082,13.456,14.252,14.746,15.016,15.446,15.746,16.203,17.102,18.069,18.619,19.003,19.593,19.99,20.768,22.2
292,-0.3382,17.098,0.08081,13.453,14.249,14.743,15.013,15.443,15.743,16.199,17.098,18.065,18.614,18.999,19.589,19.985,20.763,22.195
293,-0.3393,17.0941,0.0808,13.451,14.247,14.74,15.01,15.44,15.739,16.195,17.094,18.061,18.61,18.994,19.584,19.981,20.759,22.19
294,-0.3404,17.0901,0.08079,13.449,14.244,14.737,15.007,15.437,15.736,16.192,17.09,18.056,18.605,18.99,19.58,19.976,20.754,22.185
295,-0.3415,17.0862,0.08078,13.446,14.241,14.734,15.004,15.433,15.732,16.188,17.086,18.052,18.601,18.985,19.575,19.971,20.749,22.18
296,-0.3426,17.0823,0.08077,13.444,14.238,14.731,15.001,15.43,15.729,16.185,17.082,18.048,18.597,18.981,19.57,19.966,20.744,22.175
297,-0.3437,17.0783,0.08076,13.442,14.236,14.728,14.998,15.427,15.726,16.181,17.078,18.044,18.592,18.976,19.566,19.962,20.739,22.17
298,-0.3448,17.0743,0.08075,13.439,14.233,14.725,14.995,15.424,15.722,16.177,17.074,18.039,18.588,18.972,19.561,19.957,20.734,22.165
299,-0.3458,17.0703,0.08074,13.437,14.23,14.722,14.992,15.42,15.719,16.174,17.07,18.035,18.583,18.967,19.556,19.952,20.729,22.16
300,-0.3469,17.0663,0.08073,13.435,14.227,14.719,14.989,15.417,15.715,16.17,17.066,18.031,18.579,18.963,19.551,19.947,20.724,22.155
301,-0.348,17.0623,0.08071,13.433,14.225,14.716,14.986,15.414,15.712,16.167,17.062,18.026,18.574,18.958,19.546,19.942,20.719,22.149
302,-0.3491,17.0583,0.0807,13.43,14.222,14.713,14.982,15.41,15.708,16.163,17.058,18.022,18.57,18.953,19.542,19.937,20.714,22.144
303,-0.3502,17.0543,0.08069,13.428,14.219,14.71,14.979,15.407,15.705,16.159,17.054,18.018,18.565,18.949,19.537,19.932,20.709,22.139
304,-0.3512,17.0503,0.08068,13.426,14.217,14.707,14.976,15.404,15.701,16.156,17.05,18.013,18.561,18.944,19.532,19.928,20.704,22.133
305,-0.3523,17.0463,0.08067,13.423,14.214,14.704,14.973,15.4,15.698,16.152,17.046,18.009,18.556,18.939,19.528,19.923,20.699,22.128
306,-0.3534,17.0422,0.08066,13.421,14.211,14.701,14.97,15.397,15.694,16.148,17.042,18.005,18.552,18.935,19.523,19.918,20.694,22.123
307,-0.3544,17.0382,0.08065,13.418,14.208,14.698,14.967,15.394,15.691,16.144,17.038,18.0,18.547,18.93,19.518,19.913,20.689,22.118
308,-0.3555,17.0341,0.08064,13.416,14.205,14.695,14.963,15.39,15.687,16.141,17.034,17.996,18.542,18.925,19.513,19.908,20.684,22.113
309,-0.3565,17.0301,0.08063,13.414,14.202,14.692,14.96,15.387,15.684,16.137,17.03,17.992,18.538,18.921,19.508,19.903,20.679,22.107
310,-0.3576,17.026,0.08062,13.411,14.2,14.689,14.957,15.383,15.68,16.133,17.026,17.987,18.533,18.916,19.504,19.898,20.674,22.102
311,-0.3586,17.0219,0.08061,13.409,14.197,14.686,14.954,15.38,15.677,16.13,17.022,17.983,18.529,18.911,19.499,19.893,20.669,22.097
312,-0.3597,17.0178,0.0806,13.406,14.194,14.683,14.951,15.376,15.673,16.126,17.018,17.978,18.524,18.907,19.494,19.888,20.664,22.092
313,-0.3607,17.0138,0.08059,13.404,14.191,14.679,14.947,15.373,15.67,16.122,17.014,17.974,18.52,18.902,19.489,19.884,20.659,22.087
314,-0.3618,17.0097,0.08058,13.401,14.188,14.676,14.944,15.37,15.666,16.118,17.01,17.969,18.515,18.898,19.484,19.879,20.654,22.081
315,-0.3628,17.0056,0.08057,13.399,14.185,14.673,14.941,15.366,15.663,16.115,17.006,17.965,18.511,18.893,19.479,19.874,20.649,22.076
316,-0.3638,17.0015,0.08056,13.396,14.182,14.67,14.938,15.363,15.659,16.111,17.002,17.961,18.506,18.888,19.475,19.869,20.644,22.071
317,-0.3649,16.9974,0.08055,13.394,14.18,14.667,14.934,15.359,15.655,16.107,16.997,17.956,18.501,18.883,19.47,19.864,20.639,22.066
318,-0.3659,16.9933,0.08054,13.392,14.177,14.664,14.931,15.356,15.652,16.103,16.993,17.952,18.497,18.879,19.465,19.859,20.633,22.06
319,-0.3669,16.9892,0.08053,13.389,14.174,14.661,14.928,15.353,15.648,16.1,16.989,17.947,18.492,18.874,19.46,19.854,20.628,22.055
320,-0.3679,16.985,0.08052,13.386,14.171,14.658,14.925,15.349,15.645,16.096,16.985,17.943,18.487,18.869,19.455,19.849,20.623,22.05
321,-0.369,16.9809,0.08051,13.384,14.168,14.654,14.921,15.346,15.641,16.092,16.981,17.938,18.483,18.865,19.45,19.844,20.618,22.044
322,-0.37,16.9768,0.0805,13.382,14.165,14.651,14.918,15.342,15.638,16.088,16.977,17.934,18.478,18.86,19.445,19.839,20.613,22.039
323,-0.371,16.9727,0.08049,13.379,14.162,14.648,14.915,15.339,15.634,16.084,16.973,17.93,18.474,18.855,19.441,19.834,20.608,22.034
324,-0.372,16.9686,0.08048,13.377,14.159,14.645,14.912,15.335,15.63,16.081,16.969,17.925,18.469,18.85,19.436,19.829,20.603,22.028
325,-0.373,16.9644,0.08047,13.374,14.156,14.642,14.908,15.332,15.627,16.077,16.964,17.921,18.464,18.846,19.431,19.824,20.598,22.023
326,-0.374,16.9603,0.08046,13.372,14.153,14.639,14.905,15.328,15.623,16.073,16.96,17.916,18.46,18.841,19.426,19.819,20.593,22.018
327,-0.375,16.9562,0.08045,13.369,14.151,14.636,14.902,15.325,15.62,16.069,16.956,17.912,18.455,18.836,19.421,19.814,20.587,22.012
328,-0.376,16.9521,0.08044,13.367,14.148,14.633,14.899,15.321,15.616,16.066,16.952,17.907,18.451,18.831,19.416,19.809,20.582,22.007
329,-0.377,16.9479,0.08043,13.364,14.145,14.629,14.895,15.318,15.612,16.062,16.948,17.903,18.446,18.827,19.411,19.804,20.577,22.002
330,-0.378,16.9438,0.08042,13.361,14.142,14.626,14.892,15.314,15.609,16.058,16.944,17.898,18.441,18.822,19.406,19.799,20.572,21.996
331,-0.379,16.9397,0.08041,13.359,14.139,14.623,14.889,15.311,15.605,16.054,16.94,17.894,18.437,18.817,19.402,19.794,20.567,21.991
332,-0.38,16.9355,0.0804,13.356,14.136,14.62,14.885,15.307,15.602,16.05,16.936,17.889,18.432,18.812,19.397,19.789,20.562,21.986
333,-0.381,16.9314,0.08039,13.354,14.133,14.617,14.882,15.304,15.598,16.047,16.931,17.885,18.427,18.808,19.392,19.784,20.557,21.98
334,-0.382,16.9273,0.08038,13.351,14.13,14.614,14.879,15.301,15.594,16.043,16.927,17.881,18.423,18.803,19.387,19.78,20.552,21.975
335,-0.383,16.9231,0.08037,13.349,14.127,14.61,14.876,15.297,15.591,16.039,16.923,17.876,18.418,18.798,19.382,19.774,20.546,21.97
336,-0.3839,16.919,0.08036,13.346,14.124,14.607,14.872,15.294,15.587,16.035,16.919,17.872,18.414,18.794,19.377,19.769,20.541,21.964
337,-0.3849,16.9148,0.08035,13.344,14.121,14.604,14.869,15.29,15.584,16.031,16.915,17.867,18.409,18.789,19.372,19.764,20.536,21.959
338,-0.3859,16.9107,0.08034,13.341,14.118,14.601,14.866,15.287,15.58,16.028,16.911,17.863,18.404,18.784,19.367,19.759,20.531,21.954
339,-0.3869,16.9066,0.08033,13.339,14.116,14.598,14.862,15.283,15.576,16.024,16.907,17.858,18.4,18.779,19.362,19.755,20.526,21.948
340,-0.3878,16.9024,0.08032,13.336,14.113,14.595,14.859,15.28,15.573,16.02,16.902,17.854,18.395,18.775,19.357,19.749,20.52,21.943
341,-0.3888,16.8983,0.08031,13.334,14.11,14.591,14.856,15.276,15.569,16.016,16.898,17.849,18.39,18.77,19.353,19.745,20.515,21.937
342,-0.3898,16.8942,0.0803,13.331,14.107,14.588,14.853,15.273,15.566,16.013,16.894,17.845,18.386,18.765,19.348,19.74,20.51,21.932
343,-0.3907,16.89,0.08029,13.329,14.104,14.585,14.849,15.269,15.562,16.009,16.89,17.84,18.381,18.76,19.343,19.735,20.505,21.927
344,-0.3917,16.8859,0.08028,13.326,14.101,14.582,14.846,15.266,15.558,16.005,16.886,17.836,18.376,18.756,19.338,19.73,20.5,21.921
345,-0.3926,16.8817,0.08027,13.323,14.098,14.579,14.843,15.262,15.555,16.001,16.882,17.831,18.372,18.751,19.333,19.724,20.495,21.916
346,-0.3936,16.8776,0.08026,13.321,14.095,14.576,14.839,15.259,15.551,15.997,16.878,17.827,18.367,18.746,19.328,19.72,20.49,21.91
347,-0.3945,16.8735,0.08025,13.318,14.092,14.572,14.836,15.255,15.548,15.994,16.874,17.822,18.363,18.741,19.323,19.715,20.484,21.905
348,-0.3955,16.8693,0.08024,13.316,14.089,14.569,14.833,15.252,15.544,15.99,16.869,17.818,18.358,18.737,19.318,19.71,20.479,21.9
349,-0.3964,16.8652,0.08023,13.313,14.086,14.566,14.83,15.248,15.54,15.986,16.865,17.813,18.353,18.732,19.313,19.705,20.474,21.894
350,-0.3974,16.861,0.08022,13.311,14.083,14.563,14.826,15.245,15.537,15.982,16.861,17.809,18.349,18.727,19.308,19.699,20.469,21.889
351,-0.3983,16.8569,0.08022,13.308,14.08,14.559,14.823,15.241,15.533,15.978,16.857,17.805,18.344,18.723,19.304,19.695,20.464,21.884
352,-0.3993,16.8528,0.08021,13.305,14.077,14.556,14.819,15.238,15.529,15.974,16.853,17.8,18.34,18.718,19.299,19.69,20.459,21.879
353,-0.4002,16.8486,0.0802,13.303,14.074,14.553,14.816,15.234,15.526,15.971,16.849,17.796,18.335,18.713,19.294,19.685,20.454,21.873
354,-0.4011,16.8445,0.08019,13.3,14.071,14.55,14.813,15.231,15.522,15.967,16.845,17.791,18.33,18.708,19.289,19.68,20.449,21.868
355,-0.4021,16.8404,0.08018,13.298,14.068,14.547,14.81,15.227,15.519,15.963,16.84,17.787,18.326,18.704,19.284,19.675,20.444,21.863
356,-0.403,16.8363,0.08017,13.295,14.065,14.544,14.806,15.224,15.515,15.959,16.836,17.782,18.321,18.699,19.279,19.67,20.439,21.857
