Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
311,0.08,9.2199,0.10894,6.554,7.137,7.499,7.697,8.012,8.231,8.565,9.22,9.921,10.317,10.593,11.015,11.298,11.849,12.853
312,0.0797,9.2282,0.10894,6.56,7.144,7.506,7.704,8.019,8.239,8.573,9.228,9.93,10.326,10.603,11.025,11.308,11.86,12.865
313,0.0794,9.2364,0.10894,6.566,7.15,7.513,7.711,8.027,8.246,8.58,9.236,9.939,10.335,10.612,11.035,11.318,11.871,12.876
314,0.0791,9.2446,0.10895,6.572,7.156,7.519,7.718,8.034,8.253,8.588,9.245,9.947,10.345,10.622,11.045,11.328,11.882,12.888
315,0.0788,9.2528,0.10895,6.578,7.163,7.526,7.725,8.041,8.261,8.595,9.253,9.956,10.354,10.631,11.055,11.338,11.892,12.9
316,0.0785,9.261,0.10896,6.584,7.169,7.532,7.732,8.048,8.268,8.603,9.261,9.965,10.363,10.641,11.065,11.349,11.903,12.912
317,0.0782,9.2691,0.10896,6.589,7.175,7.539,7.738,8.055,8.275,8.61,9.269,9.974,10.372,10.65,11.075,11.359,11.914,12.923
318,0.0779,9.2773,0.10897,6.595,7.182,7.546,7.745,8.062,8.282,8.618,9.277,9.983,10.381,10.66,11.085,11.369,11.925,12.935
319,0.0776,9.2854,0.10897,6.601,7.188,7.552,7.752,8.069,8.29,8.626,9.285,9.991,10.39,10.669,11.094,11.379,11.935,12.947
320,0.0773,9.2935,0.10898,6.607,7.194,7.559,7.759,8.076,8.297,8.633,9.294,10.0,10.4,10.678,11.104,11.389,11.946,12.959
321,0.077,9.3016,0.10898,6.613,7.201,7.565,7.765,8.083,8.304,8.641,9.302,10.009,10.409,10.688,11.114,11.399,11.956,12.97
322,0.0767,9.3097,0.10899,6.618,7.207,7.572,7.772,8.09,8.311,8.648,9.31,10.018,10.418,10.697,11.124,11.41,11.967,12.982
323,0.0764,9.3178,0.10899,6.624,7.213,7.579,7.779,8.097,8.318,8.656,9.318,10.027,10.427,10.707,11.134,11.42,11.978,12.994
324,0.0761,9.3258,0.109,6.63,7.219,7.585,7.785,8.104,8.326,8.663,9.326,10.035,10.436,10.716,11.144,11.43,11.988,13.006
325,0.0758,9.3339,0.10901,6.635,7.225,7.591,7.792,8.111,8.333,8.67,9.334,10.044,10.445,10.725,11.153,11.44,11.999,13.017
326,0.0755,9.3419,0.10901,6.641,7.232,7.598,7.799,8.118,8.34,8.678,9.342,10.053,10.454,10.735,11.163,11.45,12.01,13.029
327,0.0752,9.3499,0.10902,6.647,7.238,7.604,7.805,8.125,8.347,8.685,9.35,10.061,10.463,10.744,11.173,11.46,12.02,13.041
328,0.0749,9.3579,0.10902,6.653,7.244,7.611,7.812,8.132,8.354,8.693,9.358,10.07,10.472,10.753,11.182,11.47,12.031,13.052
329,0.0746,9.3659,0.10903,6.658,7.25,7.617,7.819,8.139,8.361,8.7,9.366,10.079,10.481,10.763,11.192,11.48,12.041,13.064
330,0.0744,9.3739,0.10903,6.664,7.256,7.624,7.825,8.146,8.368,8.708,9.374,10.087,10.49,10.772,11.202,11.49,12.052,13.075
331,0.0741,9.3819,0.10904,6.67,7.262,7.63,7.832,8.152,8.375,8.715,9.382,10.096,10.499,10.781,11.212,11.5,12.062,13.087
332,0.0738,9.3898,0.10904,6.675,7.269,7.637,7.839,8.159,8.382,8.722,9.39,10.104,10.508,10.79,11.221,11.509,12.073,13.098
333,0.0735,9.3978,0.10905,6.681,7.275,7.643,7.845,8.166,8.389,8.73,9.398,10.113,10.517,10.8,11.231,11.52,12.083,13.11
334,0.0732,9.4057,0.10905,6.687,7.281,7.65,7.852,8.173,8.397,8.737,9.406,10.122,10.526,10.809,11.24,11.529,12.094,13.121
335,0.0729,9.4136,0.10906,6.692,7.287,7.656,7.858,8.18,8.404,8.744,9.414,10.13,10.535,10.818,11.25,11.539,12.104,13.133
336,0.0726,9.4215,0.10907,6.698,7.293,7.662,7.865,8.187,8.411,8.752,9.422,10.139,10.544,10.827,11.26,11.549,12.115,13.144
337,0.0723,9.4294,0.10907,6.703,7.299,7.669,7.872,8.194,8.418,8.759,9.429,10.147,10.553,10.836,11.269,11.559,12.125,13.156
338,0.072,9.4373,0.10908,6.709,7.305,7.675,7.878,8.2,8.425,8.766,9.437,10.156,10.562,10.846,11.279,11.569,12.136,13.167
339,0.0718,9.4452,0.10908,6.715,7.311,7.682,7.885,8.207,8.432,8.774,9.445,10.164,10.571,10.855,11.288,11.579,12.146,13.178
340,0.0715,9.453,0.10909,6.72,7.317,7.688,7.891,8.214,8.439,8.781,9.453,10.173,10.58,10.864,11.298,11.589,12.156,13.19
341,0.0712,9.4609,0.1091,6.726,7.323,7.694,7.898,8.221,8.446,8.788,9.461,10.181,10.589,10.873,11.308,11.599,12.167,13.201
342,0.0709,9.4687,0.1091,6.731,7.329,7.701,7.904,8.227,8.452,8.795,9.469,10.19,10.597,10.882,11.317,11.608,12.177,13.213
343,0.0706,9.4765,0.10911,6.737,7.335,7.707,7.911,8.234,8.459,8.802,9.477,10.198,10.606,10.891,11.327,11.618,12.187,13.224
344,0.0703,9.4844,0.10911,6.742,7.341,7.713,7.917,8.241,8.466,8.81,9.484,10.207,10.615,10.9,11.336,11.628,12.198,13.235
345,0.0701,9.4922,0.10912,6.748,7.347,7.719,7.924,8.248,8.473,8.817,9.492,10.215,10.624,10.909,11.346,11.638,12.208,13.247
346,0.0698,9.4999,0.10913,6.753,7.353,7.726,7.93,8.254,8.48,8.824,9.5,10.224,10.633,10.919,11.355,11.647,12.218,13.258
347,0.0695,9.5077,0.10913,6.759,7.359,7.732,7.936,8.261,8.487,8.831,9.508,10.232,10.642,10.927,11.364,11.657,12.228,13.269
348,0.0692,9.5155,0.10914,6.764,7.365,7.738,7.943,8.268,8.494,8.839,9.516,10.24,10.65,10.937,11.374,11.667,12.239,13.281
349,0.0689,9.5232,0.10915,6.77,7.371,7.744,7.949,8.274,8.501,8.846,9.523,10.249,10.659,10.946,11.384,11.677,12.249,13.292
350,0.0686,9.531,0.10915,6.775,7.377,7.751,7.956,8.281,8.508,8.853,9.531,10.257,10.668,10.955,11.393,11.686,12.259,13.303
351,0.0684,9.5387,0.10916,6.781,7.383,7.757,7.962,8.288,8.515,8.86,9.539,10.266,10.677,10.964,11.402,11.696,12.27,13.315
352,0.0681,9.5464,0.10916,6.786,7.389,7.763,7.969,8.295,8.521,8.867,9.546,10.274,10.685,10.973,11.412,11.705,12.28,13.325
353,0.0678,9.5542,0.10917,6.792,7.395,7.77,7.975,8.301,8.528,8.874,9.554,10.282,10.694,10.982,11.421,11.715,12.29,13.337
354,0.0675,9.5619,0.10918,6.797,7.401,7.776,7.981,8.308,8.535,8.881,9.562,10.291,10.703,10.991,11.431,11.725,12.3,13.348
355,0.0672,9.5696,0.10918,6.803,7.407,7.782,7.988,8.315,8.542,8.889,9.57,10.299,10.712,11.0,11.44,11.734,12.31,13.359
356,0.067,9.5772,0.10919,6.808,7.413,7.788,7.994,8.321,8.549,8.896,9.577,10.307,10.72,11.008,11.449,11.744,12.32,13.37
357,0.0667,9.5849,0.1092,6.813,7.418,7.794,8.0,8.328,8.556,8.903,9.585,10.316,10.729,11.018,11.459,11.754,12.331,13.382
358,0.0664,9.5926,0.1092,6.819,7.425,7.801,8.007,8.334,8.562,8.91,9.593,10.324,10.738,11.026,11.468,11.763,12.341,13.393
359,0.0661,9.6002,0.10921,6.824,7.43,7.807,8.013,8.341,8.569,8.917,9.6,10.332,10.746,11.035,11.477,11.773,12.351,13.404
360,0.0659,9.6079,0.10922,6.83,7.436,7.813,8.019,8.348,8.576,8.924,9.608,10.341,10.755,11.044,11.487,11.783,12.361,13.415
361,0.0656,9.6155,0.10922,6.835,7.442,7.819,8.026,8.354,8.583,8.931,9.616,10.349,10.763,11.053,11.496,11.792,12.371,13.426
362,0.0653,9.6231,0.10923,6.84,7.448,7.825,8.032,8.361,8.589,8.938,9.623,10.357,10.772,11.062,11.505,11.802,12.381,13.437
363,0.065,9.6308,0.10924,6.846,7.454,7.831,8.038,8.367,8.596,8.945,9.631,10.365,10.781,11.071,11.515,11.811,12.392,13.449
364,0.0648,9.6384,0.10925,6.851,7.459,7.837,8.045,8.374,8.603,8.952,9.638,10.374,10.789,11.08,11.524,11.821,12.402,13.46
365,0.0645,9.646,0.10925,6.857,7.465,7.844,8.051,8.38,8.61,8.959,9.646,10.382,10.798,11.089,11.533,11.83,12.412,13.471
366,0.0642,9.6535,0.10926,6.862,7.471,7.85,8.057,8.387,8.616,8.966,9.654,10.39,10.807,11.097,11.542,11.84,12.422,13.482
367,0.064,9.6611,0.10927,6.867,7.477,7.856,8.063,8.393,8.623,8.973,9.661,10.398,10.815,11.106,11.551,11.849,12.432,13.493
368,0.0637,9.6687,0.10927,6.873,7.483,7.862,8.07,8.4,8.63,8.98,9.669,10.406,10.824,11.115,11.561,11.859,12.442,13.504
369,0.0634,9.6763,0.10928,6.878,7.489,7.868,8.076,8.407,8.637,8.987,9.676,10.415,10.832,11.124,11.57,11.868,12.452,13.515
370,0.0631,9.6838,0.10929,6.883,7.494,7.874,8.082,8.413,8.643,8.994,9.684,10.423,10.841,11.133,11.579,11.878,12.462,13.526
371,0.0629,9.6914,0.1093,6.888,7.5,7.88,8.088,8.419,8.65,9.001,9.691,10.431,10.85,11.142,11.588,11.888,12.472,13.537
372,0.0626,9.6989,0.1093,6.894,7.506,7.886,8.095,8.426,8.657,9.008,9.699,10.439,10.858,11.15,11.598,11.897,12.482,13.548
373,0.0623,9.7064,0.10931,6.899,7.512,7.892,8.101,8.432,8.663,9.015,9.706,10.447,10.866,11.159,11.607,11.906,12.492,13.559
374,0.0621,9.7139,0.10932,6.904,7.517,7.898,8.107,8.439,8.67,9.022,9.714,10.455,10.875,11.168,11.616,11.916,12.502,13.57
375,0.0618,9.7214,0.10933,6.91,7.523,7.904,8.113,8.445,8.676,9.029,9.721,10.464,10.884,11.177,11.625,11.925,12.512,13.581
376,0.0615,9.7289,0.10933,6.915,7.529,7.91,8.119,8.452,8.683,9.036,9.729,10.472,10.892,11.185,11.634,11.935,12.522,13.592
377,0.0613,9.7364,0.10934,6.92,7.535,7.916,8.126,8.458,8.69,9.043,9.736,10.48,10.9,11.194,11.643,11.944,12.532,13.603
378,0.061,9.7439,0.10935,6.925,7.54,7.922,8.132,8.465,8.696,9.05,9.744,10.488,10.909,11.203,11.653,11.954,12.542,13.614
379,0.0607,9.7514,0.10936,6.931,7.546,7.928,8.138,8.471,8.703,9.057,9.751,10.496,10.918,11.212,11.662,11.963,12.552,13.625
380,0.0605,9.7588,0.10936,6.936,7.552,7.934,8.144,8.478,8.71,9.063,9.759,10.504,10.926,11.22,11.671,11.972,12.562,13.636
381,0.0602,9.7663,0.10937,6.941,7.557,7.94,8.15,8.484,8.716,9.07,9.766,10.512,10.934,11.229,11.68,11.982,12.572,13.647
382,0.0599,9.7738,0.10938,6.946,7.563,7.946,8.156,8.49,8.723,9.077,9.774,10.52,10.943,11.238,11.689,11.991,12.582,13.658
383,0.0597,9.7812,0.10939,6.952,7.569,7.952,8.163,8.497,8.729,9.084,9.781,10.528,10.951,11.247,11.698,12.001,12.592,13.669
384,0.0594,9.7886,0.10939,6.957,7.575,7.958,8.169,8.503,8.736,9.091,9.789,10.536,10.96,11.255,11.707,12.01,12.601,13.68
385,0.0591,9.796,0.1094,6.962,7.58,7.964,8.175,8.51,8.743,9.098,9.796,10.544,10.968,11.264,11.716,12.019,12.611,13.691
386,0.0589,9.8035,0.10941,6.967,7.586,7.97,8.181,8.516,8.749,9.105,9.804,10.553,10.977,11.273,11.725,12.029,12.621,13.702
387,0.0586,9.8109,0.10942,6.972,7.591,7.976,8.187,8.522,8.756,9.111,9.811,10.561,10.985,11.281,11.734,12.038,12.631,13.713
388,0.0583,9.8183,0.10943,6.978,7.597,7.982,8.193,8.529,8.762,9.118,9.818,10.569,10.993,11.29,11.744,12.047,12.641,13.724
389,0.0581,9.8257,0.10943,6.983,7.603,7.988,8.199,8.535,8.769,9.125,9.826,10.577,11.002,11.299,11.752,12.056,12.651,13.734
390,0.0578,9.833,0.10944,6.988,7.608,7.994,8.205,8.541,8.775,9.132,9.833,10.585,11.01,11.307,11.761,12.066,12.66,13.745
391,0.0576,9.8404,0.10945,6.993,7.614,8.0,8.211,8.548,8.782,9.139,9.84,10.593,11.018,11.316,11.771,12.075,12.67,13.756
392,0.0573,9.8478,0.10946,6.998,7.62,8.006,8.218,8.554,8.788,9.145,9.848,10.601,11.027,11.324,11.78,12.084,12.68,13.767
393,0.057,9.8551,0.10947,7.003,7.625,8.012,8.224,8.56,8.795,9.152,9.855,10.609,11.035,11.333,11.789,12.094,12.69,13.778
394,0.0568,9.8625,0.10948,7.009,7.631,8.017,8.23,8.567,8.801,9.159,9.863,10.617,11.044,11.342,11.798,12.103,12.7,13.789
395,0.0565,9.8699,0.10948,7.014,7.637,8.023,8.236,8.573,8.808,9.166,9.87,10.625,11.052,11.35,11.807,12.112,12.71,13.799
396,0.0563,9.8772,0.10949,7.019,7.642,8.029,8.242,8.579,8.814,9.173,9.877,10.633,11.06,11.359,11.816,12.121,12.719,13.81
397,0.056,9.8845,0.1095,7.024,7.648,8.035,8.248,8.586,8.821,9.179,9.885,10.641,11.068,11.367,11.825,12.131,12.729,13.821
398,0.0557,9.8918,0.10951,7.029,7.653,8.041,8.254,8.592,8.827,9.186,9.892,10.648,11.077,11.376,11.834,12.14,12.739,13.832
399,0.0555,9.8992,0.10952,7.034,7.659,8.047,8.26,8.598,8.834,9.193,9.899,10.657,11.085,11.385,11.843,12.149,12.749,13.843
400,0.0552,9.9065,0.10953,7.039,7.664,8.053,8.266,8.604,8.84,9.2,9.907,10.664,11.093,11.393,11.852,12.159,12.759,13.854
401,0.055,9.9138,0.10954,7.044,7.67,8.059,8.272,8.611,8.847,9.206,9.914,10.672,11.102,11.402,11.861,12.168,12.769,13.864
402,0.0547,9.9211,0.10954,7.05,7.676,8.065,8.278,8.617,8.853,9.213,9.921,10.68,11.11,11.41,11.869,12.177,12.778,13.875
403,0.0545,9.9284,0.10955,7.055,7.681,8.07,8.284,8.623,8.86,9.22,9.928,10.688,11.118,11.419,11.878,12.186,12.788,13.886
404,0.0542,9.9357,0.10956,7.06,7.687,8.076,8.29,8.63,8.866,9.227,9.936,10.696,11.127,11.427,11.887,12.195,12.798,13.896
405,0.054,9.9429,0.10957,7.065,7.692,8.082,8.296,8.636,8.872,9.233,9.943,10.704,11.135,11.436,11.896,12.204,12.807,13.907
406,0.0537,9.9502,0.10958,7.07,7.698,8.088,8.302,8.642,8.879,9.24,9.95,10.712,11.143,11.444,11.905,12.214,12.817,13.918
407,0.0534,9.9575,0.10959,7.075,7.703,8.094,8.308,8.648,8.885,9.247,9.958,10.72,11.151,11.453,11.914,12.223,12.827,13.929
408,0.0532,9.9647,0.1096,7.08,7.709,8.099,8.314,8.654,8.892,9.253,9.965,10.728,11.16,11.461,11.923,12.232,12.837,13.939
409,0.0529,9.972,0.10961,7.085,7.714,8.105,8.32,8.661,8.898,9.26,9.972,10.736,11.168,11.47,11.932,12.241,12.846,13.95
410,0.0527,9.9792,0.10961,7.09,7.72,8.111,8.326,8.667,8.905,9.267,9.979,10.743,11.176,11.478,11.941,12.25,12.856,13.961
411,0.0524,9.9865,0.10962,7.095,7.725,8.117,8.332,8.673,8.911,9.273,9.987,10.751,11.184,11.487,11.95,12.259,12.866,13.971
412,0.0522,9.9937,0.10963,7.1,7.731,8.123,8.338,8.679,8.917,9.28,9.994,10.759,11.192,11.495,11.958,12.269,12.875,13.982
413,0.0519,10.0009,0.10964,7.105,7.736,8.128,8.344,8.685,8.924,9.287,10.001,10.767,11.201,11.504,11.967,12.278,12.885,13.993
414,0.0517,10.0082,0.10965,7.11,7.742,8.134,8.349,8.692,8.93,9.293,10.008,10.775,11.209,11.512,11.976,12.287,12.895,14.004
415,0.0514,10.0154,0.10966,7.115,7.747,8.14,8.355,8.698,8.936,9.3,10.015,10.783,11.217,11.521,11.985,12.296,12.904,14.014
416,0.0512,10.0226,0.10967,7.12,7.753,8.146,8.361,8.704,8.943,9.307,10.023,10.791,11.225,11.529,11.994,12.305,12.914,14.025
417,0.0509,10.0298,0.10968,7.125,7.758,8.151,8.367,8.71,8.949,9.313,10.03,10.798,11.234,11.538,12.003,12.314,12.924,14.036
418,0.0507,10.037,0.10969,7.13,7.764,8.157,8.373,8.716,8.955,9.32,10.037,10.806,11.242,11.546,12.012,12.324,12.933,14.046
419,0.0504,10.0442,0.1097,7.135,7.769,8.163,8.379,8.723,8.962,9.327,10.044,10.814,11.25,11.555,12.021,12.333,12.943,14.057
420,0.0502,10.0514,0.10971,7.14,7.774,8.169,8.385,8.729,8.968,9.333,10.051,10.822,11.258,11.563,12.029,12.342,12.953,14.068
421,0.0499,10.0586,0.10971,7.146,7.78,8.174,8.391,8.735,8.975,9.34,10.059,10.83,11.266,11.571,12.038,12.351,12.962,14.078
422,0.0497,10.0657,0.10972,7.151,7.785,8.18,8.397,8.741,8.981,9.346,10.066,10.837,11.274,11.58,12.047,12.36,12.972,14.089
423,0.0494,10.0729,0.10973,7.156,7.791,8.186,8.403,8.747,8.987,9.353,10.073,10.845,11.283,11.588,12.056,12.369,12.981,14.099
424,0.0492,10.0801,0.10974,7.161,7.796,8.192,8.409,8.753,8.994,9.36,10.08,10.853,11.291,11.597,12.065,12.378,12.991,14.11
425,0.0489,10.0872,0.10975,7.165,7.802,8.197,8.414,8.759,9.0,9.366,10.087,10.861,11.299,11.605,12.073,12.387,13.001,14.121
426,0.0487,10.0944,0.10976,7.17,7.807,8.203,8.42,8.766,9.006,9.373,10.094,10.869,11.307,11.613,12.082,12.396,13.01,14.131
427,0.0484,10.1015,0.10977,7.175,7.813,8.209,8.426,8.772,9.012,9.379,10.102,10.876,11.315,11.622,12.091,12.405,13.02,14.142
428,0.0482,10.1087,0.10978,7.18,7.818,8.214,8.432,8.778,9.019,9.386,10.109,10.884,11.323,11.63,12.1,12.414,13.03,14.153
429,0.0479,10.1158,0.10979,7.185,7.823,8.22,8.438,8.784,9.025,9.393,10.116,10.892,11.331,11.639,12.109,12.423,13.039,14.163
430,0.0477,10.123,0.1098,7.19,7.829,8.226,8.444,8.79,9.031,9.399,10.123,10.9,11.34,11.647,12.117,12.432,13.049,14.174
431,0.0475,10.1301,0.10981,7.195,7.834,8.231,8.45,8.796,9.038,9.406,10.13,10.907,11.348,11.655,12.126,12.441,13.058,14.184
432,0.0472,10.1372,0.10982,7.2,7.84,8.237,8.455,8.802,9.044,9.412,10.137,10.915,11.356,11.664,12.135,12.45,13.068,14.195
433,0.047,10.1443,0.10983,7.205,7.845,8.243,8.461,8.808,9.05,9.419,10.144,10.923,11.364,11.672,12.144,12.459,13.077,14.206
434,0.0467,10.1515,0.10984,7.21,7.85,8.249,8.467,8.814,9.056,9.425,10.152,10.931,11.372,11.681,12.152,12.469,13.087,14.216
435,0.0465,10.1586,0.10985,7.215,7.856,8.254,8.473,8.821,9.063,9.432,10.159,10.938,11.38,11.689,12.161,12.478,13.097,14.227
436,0.0462,10.1657,0.10986,7.22,7.861,8.26,8.479,8.827,9.069,9.438,10.166,10.946,11.388,11.697,12.17,12.487,13.106,14.237
437,0.046,10.1728,0.10987,7.225,7.866,8.265,8.485,8.833,9.075,9.445,10.173,10.954,11.396,11.706,12.179,12.496,13.116,14.248
438,0.0458,10.1799,0.10988,7.23,7.872,8.271,8.49,8.839,9.081,9.452,10.18,10.962,11.404,11.714,12.187,12.505,13.125,14.259
439,0.0455,10.187,0.10989,7.235,7.877,8.277,8.496,8.845,9.088,9.458,10.187,10.969,11.413,11.722,12.196,12.514,13.135,14.269
440,0.0453,10.1941,0.1099,7.24,7.883,8.282,8.502,8.851,9.094,9.465,10.194,10.977,11.421,11.731,12.205,12.523,13.145,14.28
441,0.045,10.2011,0.10991,7.244,7.888,8.288,8.508,8.857,9.1,9.471,10.201,10.985,11.429,11.739,12.214,12.532,13.154,14.29
442,0.0448,10.2082,0.10992,7.249,7.893,8.294,8.513,8.863,9.106,9.478,10.208,10.992,11.437,11.747,12.222,12.541,13.164,14.301
443,0.0445,10.2153,0.10993,7.254,7.899,8.299,8.519,8.869,9.113,9.484,10.215,11.0,11.445,11.756,12.231,12.55,13.173,14.311
444,0.0443,10.2224,0.10994,7.259,7.904,8.305,8.525,8.875,9.119,9.491,10.222,11.008,11.453,11.764,12.24,12.559,13.183,14.322
445,0.0441,10.2294,0.10995,7.264,7.909,8.311,8.531,8.881,9.125,9.497,10.229,11.016,11.461,11.772,12.248,12.568,13.192,14.332
446,0.0438,10.2365,0.10996,7.269,7.915,8.316,8.537,8.887,9.131,9.504,10.237,11.023,11.469,11.781,12.257,12.577,13.202,14.343
447,0.0436,10.2435,0.10997,7.274,7.92,8.322,8.542,8.893,9.137,9.51,10.244,11.031,11.477,11.789,12.266,12.586,13.211,14.353
448,0.0433,10.2506,0.10998,7.279,7.925,8.327,8.548,8.899,9.144,9.517,10.251,11.039,11.485,11.797,12.275,12.595,13.221,14.364
449,0.0431,10.2576,0.10999,7.283,7.931,8.333,8.554,8.905,9.15,9.523,10.258,11.046,11.493,11.805,12.283,12.603,13.23,14.374
450,0.0429,10.2647,0.11,7.288,7.936,8.339,8.56,8.911,9.156,9.53,10.265,11.054,11.501,11.814,12.292,12.612,13.24,14.385
451,0.0426,10.2717,0.11001,7.293,7.941,8.344,8.565,8.917,9.162,9.536,10.272,11.062,11.509,11.822,12.301,12.621,13.249,14.395
452,0.0424,10.2788,0.11002,7.298,7.947,8.35,8.571,8.923,9.169,9.543,10.279,11.069,11.517,11.83,12.309,12.63,13.259,14.406
453,0.0422,10.2858,0.11003,7.303,7.952,8.355,8.577,8.929,9.175,9.549,10.286,11.077,11.525,11.838,12.318,12.639,13.268,14.416
454,0.0419,10.2928,0.11005,7.308,7.957,8.361,8.583,8.935,9.181,9.555,10.293,11.085,11.533,11.847,12.327,12.648,13.278,14.427
455,0.0417,10.2998,0.11006,7.312,7.962,8.366,8.588,8.941,9.187,9.562,10.3,11.092,11.541,11.855,12.335,12.657,13.287,14.438
456,0.0414,10.3069,0.11007,7.317,7.968,8.372,8.594,8.947,9.193,9.568,10.307,11.1,11.549,11.863,12.344,12.666,13.297,14.448
457,0.0412,10.3139,0.11008,7.322,7.973,8.378,8.6,8.953,9.199,9.575,10.314,11.108,11.557,11.872,12.353,12.675,13.306,14.459
458,0.041,10.3209,0.11009,7.327,7.978,8.383,8.606,8.959,9.206,9.581,10.321,11.115,11.565,11.88,12.361,12.684,13.316,14.469
459,0.0407,10.3279,0.1101,7.332,7.983,8.389,8.611,8.965,9.212,9.588,10.328,11.123,11.573,11.888,12.37,12.693,13.325,14.48
460,0.0405,10.3349,0.11011,7.337,7.989,8.394,8.617,8.971,9.218,9.594,10.335,11.13,11.581,11.896,12.379,12.702,13.335,14.49
461,0.0403,10.3419,0.11012,7.342,7.994,8.4,8.623,8.977,9.224,9.601,10.342,11.138,11.589,11.905,12.387,12.711,13.344,14.501
462,0.04,10.3489,0.11013,7.346,7.999,8.405,8.629,8.983,9.23,9.607,10.349,11.146,11.597,11.913,12.396,12.72,13.353,14.511
463,0.0398,10.3559,0.11014,7.351,8.005,8.411,8.634,8.989,9.236,9.613,10.356,11.153,11.605,11.921,12.405,12.729,13.363,14.521
464,0.0396,10.3629,0.11015,7.356,8.01,8.417,8.64,8.995,9.242,9.62,10.363,11.161,11.613,11.929,12.413,12.738,13.372,14.532
465,0.0393,10.3699,0.11016,7.361,8.015,8.422,8.646,9.001,9.249,9.626,10.37,11.169,11.621,11.938,12.422,12.746,13.382,14.542
466,0.0391,10.3769,0.11017,7.366,8.02,8.428,8.651,9.007,9.255,9.633,10.377,11.176,11.629,11.946,12.431,12.755,13.391,14.553
467,0.0389,10.3839,0.11019,7.37,8.026,8.433,8.657,9.013,9.261,9.639,10.384,11.184,11.637,11.954,12.439,12.765,13.401,14.564
468,0.0386,10.3908,0.1102,7.375,8.031,8.439,8.663,9.019,9.267,9.645,10.391,11.191,11.645,11.962,12.448,12.773,13.41,14.574
469,0.0384,10.3978,0.11021,7.38,8.036,8.444,8.668,9.025,9.273,9.652,10.398,11.199,11.653,11.971,12.457,12.782,13.42,14.585
470,0.0382,10.4048,0.11022,7.385,8.041,8.45,8.674,9.031,9.279,9.658,10.405,11.207,11.661,11.979,12.465,12.791,13.429,14.595
471,0.0379,10.4118,0.11023,7.39,8.047,8.455,8.68,9.037,9.285,9.665,10.412,11.214,11.669,11.987,12.474,12.8,13.439,14.605
472,0.0377,10.4187,0.11024,7.394,8.052,8.461,8.685,9.043,9.291,9.671,10.419,11.222,11.677,11.995,12.482,12.809,13.448,14.616
473,0.0375,10.4257,0.11025,7.399,8.057,8.466,8.691,9.049,9.298,9.678,10.426,11.229,11.685,12.003,12.491,12.818,13.457,14.626
474,0.0373,10.4326,0.11026,7.404,8.062,8.472,8.697,9.054,9.304,9.684,10.433,11.237,11.693,12.012,12.499,12.827,13.467,14.636
475,0.037,10.4396,0.11027,7.409,8.068,8.477,8.703,9.06,9.31,9.69,10.44,11.245,11.701,12.02,12.508,12.835,13.476,14.647
476,0.0368,10.4465,0.11029,7.413,8.073,8.483,8.708,9.066,9.316,9.697,10.447,11.252,11.709,12.028,12.517,12.844,13.486,14.658
477,0.0366,10.4535,0.1103,7.418,8.078,8.488,8.714,9.072,9.322,9.703,10.454,11.26,11.717,12.036,12.525,12.853,13.495,14.668
478,0.0363,10.4604,0.11031,7.423,8.083,8.494,8.719,9.078,9.328,9.709,10.46,11.267,11.725,12.044,12.534,12.862,13.505,14.679
479,0.0361,10.4674,0.11032,7.428,8.088,8.499,8.725,9.084,9.334,9.716,10.467,11.275,11.733,12.053,12.543,12.871,13.514,14.689
480,0.0359,10.4743,0.11033,7.433,8.094,8.505,8.731,9.09,9.34,9.722,10.474,11.282,11.74,12.061,12.551,12.88,13.523,14.699
481,0.0357,10.4813,0.11034,7.437,8.099,8.51,8.736,9.096,9.346,9.729,10.481,11.29,11.748,12.069,12.56,12.889,13.533,14.71
482,0.0354,10.4882,0.11035,7.442,8.104,8.516,8.742,9.102,9.353,9.735,10.488,11.298,11.756,12.077,12.568,12.898,13.542,14.72
483,0.0352,10.4951,0.11037,7.447,8.109,8.521,8.748,9.108,9.359,9.741,10.495,11.305,11.764,12.085,12.577,12.907,13.552,14.731
484,0.035,10.502,0.11038,7.451,8.114,8.527,8.753,9.113,9.365,9.748,10.502,11.313,11.772,12.094,12.586,12.915,13.561,14.741
485,0.0347,10.509,0.11039,7.456,8.12,8.532,8.759,9.119,9.371,9.754,10.509,11.32,11.78,12.102,12.594,12.924,13.571,14.752
486,0.0345,10.5159,0.1104,7.461,8.125,8.538,8.765,9.125,9.377,9.76,10.516,11.328,11.788,12.11,12.603,12.933,13.58,14.762
487,0.0343,10.5228,0.11041,7.466,8.13,8.543,8.77,9.131,9.383,9.767,10.523,11.335,11.796,12.118,12.611,12.942,13.589,14.772
488,0.0341,10.5297,0.11042,7.471,8.135,8.549,8.776,9.137,9.389,9.773,10.53,11.343,11.804,12.126,12.62,12.951,13.598,14.783
489,0.0338,10.5366,0.11044,7.475,8.14,8.554,8.781,9.143,9.395,9.779,10.537,11.35,11.812,12.134,12.629,12.96,13.608,14.793
490,0.0336,10.5435,0.11045,7.48,8.145,8.56,8.787,9.149,9.401,9.786,10.544,11.358,11.82,12.143,12.637,12.968,13.617,14.804
491,0.0334,10.5505,0.11046,7.485,8.151,8.565,8.793,9.155,9.407,9.792,10.551,11.366,11.828,12.151,12.646,12.977,13.627,14.814
